character_name,book_id,uid,character_first_name,character_second_name,character_third_name,,,,,,,,
anoth,968,,anoth,,,,,,,,,,
whittingtons,968,,whittingtons,,,,,,,,,,
tommy harris,968,,tommy,harris,,,,,,,,,
betsey prig,968,,betsey,prig,,,,,,,,,
t  p  c,968,,t,,p,,c,,,,,,
barklemy,968,,barklemy,,,,,,,,,,
tret,968,,tret,,,,,,,,,,
humphrey,968,,humphrey,,,,,,,,,,
barrs,968,,barrs,,,,,,,,,,
chiv,968,,chiv,,,,,,,,,,
l  l,968,,l,,l,,,,,,,,
kernell,968,,kernell,,,,,,,,,,
david crimple,968,,david,crimple,,,,,,,,,
victoria,968,,victoria,,,,,,,,,,
philip quarn,968,,philip,quarn,,,,,,,,,
natur,968,,natur,,,,,,,,,,
bolberry,968,,bolberry,,,,,,,,,,
tare,968,,tare,,,,,,,,,,
young brownrigg,968,,young,brownrigg,,,,,,,,,
bevan,968,,bevan,,,,,,,,,,
m  todgers,968,,m,,todgers,,,,,,,,
werry,968,,werry,,,,,,,,,,
gammy,968,,gammy,,,,,,,,,,
tiggs,968,,tiggs,,,,,,,,,,
austin friars,968,,austin,friars,,,,,,,,,
babel,968,,babel,,,,,,,,,,
cassim baba,968,,cassim,baba,,,,,,,,,
grimaldi,968,,grimaldi,,,,,,,,,,
desdemona,968,,desdemona,,,,,,,,,,
napoleon bonaparte,968,,napoleon,bonaparte,,,,,,,,,
jinkins,968,,jinkins,,,,,,,,,,
samaritan,968,,samaritan,,,,,,,,,,
pope,968,,pope,,,,,,,,,,
sairey gamp,968,,sairey,gamp,,,,,,,,,
brutus,968,,brutus,,,,,,,,,,
william simmons,968,,william,simmons,,,,,,,,,
benjamin,968,,benjamin,,,,,,,,,,
tom gag,968,,tom,gag,,,,,,,,,
roe,968,,roe,,,,,,,,,,
william the conqueror,968,,william,the,conqueror,,,,,,,,
bartholomew,968,,bartholomew,,,,,,,,,,
cain,968,,cain,,,,,,,,,,
julius washington merryweather bib,968,,julius,washington,merryweather,bib,,,,,,,
arp,968,,arp,,,,,,,,,,
la fayette kettle,968,,la,fayette,kettle,,,,,,,,
marquis,968,,marquis,,,,,,,,,,
trump,968,,trump,,,,,,,,,,
cherry,968,,cherry,,,,,,,,,,
harry,968,,harry,,,,,,,,,,
john jobling,968,,john,jobling,,,,,,,,,
elijah pogram,968,,elijah,pogram,,,,,,,,,
adam,968,,adam,,,,,,,,,,
julius bib,968,,julius,bib,,,,,,,,,
ruth pinch,968,,ruth,pinch,,,,,,,,,
goldsmith,968,,goldsmith,,,,,,,,,,
buffum,968,,buffum,,,,,,,,,,
zephaniah scadder,968,,zephaniah,scadder,,,,,,,,,
lewsome,968,,lewsome,,,,,,,,,,
john of pecksniff,968,,john,of,pecksniff,,,,,,,,
darling ruth,968,,darling,ruth,,,,,,,,,
kedgick,968,,kedgick,,,,,,,,,,
guy fawkes,968,,guy,fawkes,,,,,,,,,
bailey,968,,bailey,,,,,,,,,,
sweedlepipes,968,,sweedlepipes,,,,,,,,,,
botany bay,968,,botany,bay,,,,,,,,,
cornhill,968,,cornhill,,,,,,,,,,
tom thumb,968,,tom,thumb,,,,,,,,,
cicero,968,,cicero,,,,,,,,,,
jefferson brick,968,,jefferson,brick,,,,,,,,,
jolly tapley,968,,jolly,tapley,,,,,,,,,
mould,968,,mould,,,,,,,,,,
dear tom,968,,dear,tom,,,,,,,,,
esquire,968,,esquire,,,,,,,,,,
furnival,968,,furnival,,,,,,,,,,
john westlock,968,,john,westlock,,,,,,,,,
saint george,968,,saint,george,,,,,,,,,
norman,968,,norman,,,,,,,,,,
hannibal chollop,968,,hannibal,chollop,,,,,,,,,
chuffey,968,,chuffey,,,,,,,,,,
james,968,,james,,,,,,,,,,
gazette,968,,gazette,,,,,,,,,,
spottletoes,968,,spottletoes,,,,,,,,,,
tom god,968,,tom,god,,,,,,,,,
thomas pinch,968,,thomas,pinch,,,,,,,,,
byron,968,,byron,,,,,,,,,,
parks,968,,parks,,,,,,,,,,
graham,968,,graham,,,,,,,,,,
sairah gamp,968,,sairah,gamp,,,,,,,,,
charles martel,1498,,charles,martel,,,,,,,,,
weil,1498,,weil,,,,,,,,,,
sporschill,1498,,sporschill,,,,,,,,,,
william iii,1498,,william,iii,,,,,,,,,
norman conquest,1498,,norman,conquest,,,,,,,,,
norman dukes,1498,,norman,dukes,,,,,,,,,
clement iii,1498,,clement,iii,,,,,,,,,
james stephen,1498,,james,stephen,,,,,,,,,
savonarola,1498,,savonarola,,,,,,,,,,
pope innocent iii,1498,,pope,innocent,iii,,,,,,,,
attila,1498,,attila,,,,,,,,,,
englebert,1498,,englebert,,,,,,,,,,
pope leo iii,1498,,pope,leo,iii,,,,,,,,
palgrave,1498,,palgrave,,,,,,,,,,
touraine,1498,,touraine,,,,,,,,,,
pugin,1498,,pugin,,,,,,,,,,
mohammedanism peter,1498,,mohammedanism,peter,,,,,,,,,
william of malmsbury,1498,,william,of,malmsbury,,,,,,,,
clovis,1498,,clovis,,,,,,,,,,
sismondi,1498,,sismondi,,,,,,,,,,
thomas of aquino,1498,,thomas,of,aquino,,,,,,,,
dollinger,1498,,dollinger,,,,,,,,,,
werner,1498,,werner,,,,,,,,,,
wyckliffe,1498,,wyckliffe,,,,,,,,,,
monica,1498,,monica,,,,,,,,,,
i  lewis oxford,1498,,i,,lewis,oxford,,,,,,,
mohammedans,1498,,mohammedans,,,,,,,,,,
gagnier,1498,,gagnier,,,,,,,,,,
gilbert foliot,1498,,gilbert,foliot,,,,,,,,,
norman nobles,1498,,norman,nobles,,,,,,,,,
henry of winchester,1498,,henry,of,winchester,,,,,,,,
mignet,1498,,mignet,,,,,,,,,,
peter lombard,1498,,peter,lombard,,,,,,,,,
archdeacon,1498,,archdeacon,,,,,,,,,,
hinemar,1498,,hinemar,,,,,,,,,,
roscelin,1498,,roscelin,,,,,,,,,,
john the erin born,1498,,john,the,erin,born,,,,,,,
james bulfinch,1498,,james,bulfinch,,,,,,,,,
helyot,1498,,helyot,,,,,,,,,,
pepin,1498,,pepin,,,,,,,,,,
herbert,1498,,herbert,,,,,,,,,,
william rufus despotic,1498,,william,rufus,despotic,,,,,,,,
watterich,1498,,watterich,,,,,,,,,,
sardanapalus,1498,,sardanapalus,,,,,,,,,,
agnes,1498,,agnes,,,,,,,,,,
chief justice luci,1498,,chief,justice,luci,,,,,,,,
lateran,1498,,lateran,,,,,,,,,,
i  l  merrick,1498,,i,,l,,merrick,,,,,,
james stephens,1498,,james,stephens,,,,,,,,,
stockl,1498,,stockl,,,,,,,,,,
d  d  london,1498,,d,,d,,london,,,,,,
voigt,1498,,voigt,,,,,,,,,,
edward everett,1498,,edward,everett,,,,,,,,,
gaillard,1498,,gaillard,,,,,,,,,,
louis vii,1498,,louis,vii,,,,,,,,,
richard coeur lion,1498,,richard,coeur,lion,,,,,,,,
latimer,1498,,latimer,,,,,,,,,,
e  a  freeman,1498,,e,,a,,freeman,,,,,,
eadmer,1498,,eadmer,,,,,,,,,,
alcuin,1498,,alcuin,,,,,,,,,,
robert sorbon,1498,,robert,sorbon,,,,,,,,,
mordecai,1498,,mordecai,,,,,,,,,,
gregory nazianzen vows,1498,,gregory,nazianzen,vows,,,,,,,,
atticus,1498,,atticus,,,,,,,,,,
vitruvius,1498,,vitruvius,,,,,,,,,,
platina,1498,,platina,,,,,,,,,,
fontaine,1498,,fontaine,,,,,,,,,,
bertha,1498,,bertha,,,,,,,,,,
geschichte der kreuzzuge,1498,,geschichte,der,kreuzzuge,,,,,,,,
stephen langton,1498,,stephen,langton,,,,,,,,,
mabillon,1498,,mabillon,,,,,,,,,,
louis napoleon,1498,,louis,napoleon,,,,,,,,,
cordova,1498,,cordova,,,,,,,,,,
danes,1498,,danes,,,,,,,,,,
lothario,1498,,lothario,,,,,,,,,,
frederic barbarossa,1498,,frederic,barbarossa,,,,,,,,,
ockley,1498,,ockley,,,,,,,,,,
penrose,1498,,penrose,,,,,,,,,,
dupin,1498,,dupin,,,,,,,,,,
leben des heiligen thomas von aquino,1498,,leben,des,heiligen,thomas,von,aquino,,,,,
peters,1498,,peters,,,,,,,,,,
m  villemain,1498,,m,,villemain,,,,,,,,
stubbs,1498,,stubbs,,,,,,,,,,
huss,1498,,huss,,,,,,,,,,
john sobieski,1498,,john,sobieski,,,,,,,,,
edgar,1498,,edgar,,,,,,,,,,
renan,1498,,renan,,,,,,,,,,
gaul,1498,,gaul,,,,,,,,,,
langham,1498,,langham,,,,,,,,,,
becket lanfranc,1498,,becket,lanfranc,,,,,,,,,
britton,1498,,britton,,,,,,,,,,
bustner,1498,,bustner,,,,,,,,,,
burke,1498,,burke,,,,,,,,,,
chichester,1498,,chichester,,,,,,,,,,
essai,1498,,essai,,,,,,,,,,
philippa,1498,,philippa,,,,,,,,,,
einfluss der kreuzzuge,1498,,einfluss,der,kreuzzuge,,,,,,,,
aquaviva,1498,,aquaviva,,,,,,,,,,
lehre,1498,,lehre,,,,,,,,,,
boniface viii,1498,,boniface,viii,,,,,,,,,
daly,1498,,daly,,,,,,,,,,
ralph niper,1498,,ralph,niper,,,,,,,,,
grostete,1498,,grostete,,,,,,,,,,
saracenic,1498,,saracenic,,,,,,,,,,
henry i,1498,,henry,i,,,,,,,,,
peter abelard,1498,,peter,abelard,,,,,,,,,
sens,1498,,sens,,,,,,,,,,
robert vaughan,1498,,robert,vaughan,,,,,,,,,
petrarch,1498,,petrarch,,,,,,,,,,
thomas d aquin,1498,,thomas,d,aquin,,,,,,,,
clairvaux,1498,,clairvaux,,,,,,,,,,
victor,1498,,victor,,,,,,,,,,
wesley,1498,,wesley,,,,,,,,,,
crassus,1498,,crassus,,,,,,,,,,
jocelyn,1498,,jocelyn,,,,,,,,,,
mentz,1498,,mentz,,,,,,,,,,
vita caroli magni,1498,,vita,caroli,magni,,,,,,,,
marius,1498,,marius,,,,,,,,,,
theodora,1498,,theodora,,,,,,,,,,
medina,1498,,medina,,,,,,,,,,
berengar,1498,,berengar,,,,,,,,,,
gregory vi,1498,,gregory,vi,,,,,,,,,
alberic,1498,,alberic,,,,,,,,,,
john x,1498,,john,x,,,,,,,,,
berenger,1498,,berenger,,,,,,,,,,
cardinal newman,1498,,cardinal,newman,,,,,,,,,
john xii,1498,,john,xii,,,,,,,,,
courtenay,1498,,courtenay,,,,,,,,,,
gregory the great,1498,,gregory,the,great,,,,,,,,
lorenz,1498,,lorenz,,,,,,,,,,
daillecourt,1498,,daillecourt,,,,,,,,,,
leo the great,1498,,leo,the,great,,,,,,,,
geikie,1498,,geikie,,,,,,,,,,
moesia,1498,,moesia,,,,,,,,,,
conti,1498,,conti,,,,,,,,,,
michaud,1498,,michaud,,,,,,,,,,
laud,1498,,laud,,,,,,,,,,
edward the martyr,1498,,edward,the,martyr,,,,,,,,
bruno,1498,,bruno,,,,,,,,,,
rhigi,1498,,rhigi,,,,,,,,,,
perrot,1498,,perrot,,,,,,,,,,
saint louis,1498,,saint,louis,,,,,,,,,
charles wehle le bas,1498,,charles,wehle,le,bas,,,,,,,
justinian,1498,,justinian,,,,,,,,,,
le clerc,1498,,le,clerc,,,,,,,,,
rhamadan,1498,,rhamadan,,,,,,,,,,
midian,1498,,midian,,,,,,,,,,
mohammed der prophet,1498,,mohammed,der,prophet,,,,,,,,
mohammed cadijeh mohammed,1498,,mohammed,cadijeh,mohammed,,,,,,,,
hashem,1498,,hashem,,,,,,,,,,
john scotus erigena,1498,,john,scotus,erigena,,,,,,,,
jane carlyle,1498,,jane,carlyle,,,,,,,,,
f  d  matthew,1498,,f,,d,,matthew,,,,,,
aspasia,1498,,aspasia,,,,,,,,,,
arabian mohammedans,1498,,arabian,mohammedans,,,,,,,,,
descartes,1498,,descartes,,,,,,,,,,
saint theresa,1498,,saint,theresa,,,,,,,,,
christopher wren,1498,,christopher,wren,,,,,,,,,
saladin,1498,,saladin,,,,,,,,,,
lechler,1498,,lechler,,,,,,,,,,
monte cassino,1498,,monte,cassino,,,,,,,,,
alexander the great,1498,,alexander,the,great,,,,,,,,
lacroix,1498,,lacroix,,,,,,,,,,
theobald,1498,,theobald,,,,,,,,,,
dean prideaux,1498,,dean,prideaux,,,,,,,,,
eleanor of aquitaine,1498,,eleanor,of,aquitaine,,,,,,,,
angustine,1498,,angustine,,,,,,,,,,
bowden,1498,,bowden,,,,,,,,,,
canterbury becket,1498,,canterbury,becket,,,,,,,,,
william disputed,1498,,william,disputed,,,,,,,,,
messenger of the emperor,1498,,messenger,of,the,emperor,,,,,,,
tracy,1498,,tracy,,,,,,,,,,
cyrus,1498,,cyrus,,,,,,,,,,
haureau,1498,,haureau,,,,,,,,,,
chicheley,1498,,chicheley,,,,,,,,,,
libanius,1498,,libanius,,,,,,,,,,
morris,1498,,morris,,,,,,,,,,
m  p  lorain,1498,,m,,p,,lorain,,,,,,
alexander iii,1498,,alexander,iii,,,,,,,,,
jaffe,1498,,jaffe,,,,,,,,,,
bonaventura the franciscan,1498,,bonaventura,the,franciscan,,,,,,,,
abu taleh,1498,,abu,taleh,,,,,,,,,
charles the bald,1498,,charles,the,bald,,,,,,,,
archbishop of york,1498,,archbishop,of,york,,,,,,,,
durand,1498,,durand,,,,,,,,,,
philip augustus,1498,,philip,augustus,,,,,,,,,
ayesha,1498,,ayesha,,,,,,,,,,
baronius,1498,,baronius,,,,,,,,,,
tasso,1498,,tasso,,,,,,,,,,
benjamin franklin,1498,,benjamin,franklin,,,,,,,,,
notre dame,1498,,notre,dame,,,,,,,,,
m  fauriel,1498,,m,,fauriel,,,,,,,,
omar,1498,,omar,,,,,,,,,,
spurgeon,1498,,spurgeon,,,,,,,,,,
rickman,1498,,rickman,,,,,,,,,,
thomas jefferson,1498,,thomas,jefferson,,,,,,,,,
arabia mohammed,1498,,arabia,mohammed,,,,,,,,,
sandwich,1498,,sandwich,,,,,,,,,,
a  p  caussin perceval,1498,,a,,p,,caussin,perceval,,,,,
benedictines,1498,,benedictines,,,,,,,,,,
alva,1498,,alva,,,,,,,,,,
gieseler,1498,,gieseler,,,,,,,,,,
clotaire,1498,,clotaire,,,,,,,,,,
william of champeaux,1498,,william,of,champeaux,,,,,,,,
saint augustine,1498,,saint,augustine,,,,,,,,,
fleury,1498,,fleury,,,,,,,,,,
mussulmans,1498,,mussulmans,,,,,,,,,,
mohammedan saracens,1498,,mohammedan,saracens,,,,,,,,,
peter the great,1498,,peter,the,great,,,,,,,,
stephen harding,1498,,stephen,harding,,,,,,,,,
m  rousselot,1498,,m,,rousselot,,,,,,,,
montalembert,1498,,montalembert,,,,,,,,,,
emperor of the west,1498,,emperor,of,the,west,,,,,,,
reginald fitzurst,1498,,reginald,fitzurst,,,,,,,,,
leo ix,1498,,leo,ix,,,,,,,,,
john wycliffe,1498,,john,wycliffe,,,,,,,,,
roger,1498,,roger,,,,,,,,,,
franks,1498,,franks,,,,,,,,,,
digby,1498,,digby,,,,,,,,,,
ranulf broc,1498,,ranulf,broc,,,,,,,,,
mailly,1498,,mailly,,,,,,,,,,
henry percy,1498,,henry,percy,,,,,,,,,
albertus magnus aquinas,1498,,albertus,magnus,aquinas,,,,,,,,
talmage,1498,,talmage,,,,,,,,,,
morison,1498,,morison,,,,,,,,,,
aosta,1498,,aosta,,,,,,,,,,
hampden,1498,,hampden,,,,,,,,,,
abbot of bec,1498,,abbot,of,bec,,,,,,,,
heeren,1498,,heeren,,,,,,,,,,
j  craigie robertson,1498,,j,,craigie,robertson,,,,,,,
benedict ix,1498,,benedict,ix,,,,,,,,,
hooper,1499,,hooper,,,,,,,,,,
christopher columbus,1499,,christopher,columbus,,,,,,,,,
tunstall,1499,,tunstall,,,,,,,,,,
gilpin,1499,,gilpin,,,,,,,,,,
son of god,1499,,son,of,god,,,,,,,,
savonarola savonarola,1499,,savonarola,savonarola,,,,,,,,,
matthew hale,1499,,matthew,hale,,,,,,,,,
apostle paul,1499,,apostle,paul,,,,,,,,,
george iii,1499,,george,iii,,,,,,,,,
owen,1499,,owen,,,,,,,,,,
cardinal bellarmine,1499,,cardinal,bellarmine,,,,,,,,,
wyclif,1499,,wyclif,,,,,,,,,,
william cecil,1499,,william,cecil,,,,,,,,,
venus milo,1499,,venus,milo,,,,,,,,,
abelard,1499,,abelard,,,,,,,,,,
varro,1499,,varro,,,,,,,,,,
campion,1499,,campion,,,,,,,,,,
esther,1499,,esther,,,,,,,,,,
catherine von bora,1499,,catherine,von,bora,,,,,,,,
saul,1499,,saul,,,,,,,,,,
mathew hale,1499,,mathew,hale,,,,,,,,,
francis i,1499,,francis,i,,,,,,,,,
sissi,1499,,sissi,,,,,,,,,,
emanuel chrysoloras,1499,,emanuel,chrysoloras,,,,,,,,,
florentines,1499,,florentines,,,,,,,,,,
ojeda,1499,,ojeda,,,,,,,,,,
sanhedrim,1499,,sanhedrim,,,,,,,,,,
humboldt,1499,,humboldt,,,,,,,,,,
laura,1499,,laura,,,,,,,,,,
cadijeh,1499,,cadijeh,,,,,,,,,,
brunetto latini,1499,,brunetto,latini,,,,,,,,,
john mandeville,1499,,john,mandeville,,,,,,,,,
guido ubaldo,1499,,guido,ubaldo,,,,,,,,,
attila the hun,1499,,attila,the,hun,,,,,,,,
jewell,1499,,jewell,,,,,,,,,,
erigina,1499,,erigina,,,,,,,,,,
carey,1499,,carey,,,,,,,,,,
constantine,1499,,constantine,,,,,,,,,,
guido da polenta,1499,,guido,da,polenta,,,,,,,,
hippocrates,1499,,hippocrates,,,,,,,,,,
jerome,1499,,jerome,,,,,,,,,,
hispaniola columbus,1499,,hispaniola,columbus,,,,,,,,,
leon columbus,1499,,leon,columbus,,,,,,,,,
leightons,1499,,leightons,,,,,,,,,,
rubens,1499,,rubens,,,,,,,,,,
leben bezas,1499,,leben,bezas,,,,,,,,,
paula,1499,,paula,,,,,,,,,,
castillo,1499,,castillo,,,,,,,,,,
jezebel,1499,,jezebel,,,,,,,,,,
ivry,1499,,ivry,,,,,,,,,,
john huss,1499,,john,huss,,,,,,,,,
vita nuova,1499,,vita,nuova,,,,,,,,,
murray,1499,,murray,,,,,,,,,,
murillo,1499,,murillo,,,,,,,,,,
barberini,1499,,barberini,,,,,,,,,,
catherine   medicis,1499,,catherine,,,medicis,,,,,,,
caesars,1499,,caesars,,,,,,,,,,
william pitt,1499,,william,pitt,,,,,,,,,
ganganelli,1499,,ganganelli,,,,,,,,,,
sanders,1499,,sanders,,,,,,,,,,
esau,1499,,esau,,,,,,,,,,
raphael,1499,,raphael,,,,,,,,,,
geronimo benzoni,1499,,geronimo,benzoni,,,,,,,,,
gregory i,1499,,gregory,i,,,,,,,,,
bonner,1499,,bonner,,,,,,,,,,
tierney,1499,,tierney,,,,,,,,,,
john of gaunt,1499,,john,of,gaunt,,,,,,,,
excelsior,1499,,excelsior,,,,,,,,,,
tyrwhitt,1499,,tyrwhitt,,,,,,,,,,
st  peter,1499,,st,,peter,,,,,,,,
briareus,1499,,briareus,,,,,,,,,,
huygens,1499,,huygens,,,,,,,,,,
luther calvin,1499,,luther,calvin,,,,,,,,,
balboa,1499,,balboa,,,,,,,,,,
louis xiii,1499,,louis,xiii,,,,,,,,,
idelette burie,1499,,idelette,burie,,,,,,,,,
monita,1499,,monita,,,,,,,,,,
channing,1499,,channing,,,,,,,,,,
john locke,1499,,john,locke,,,,,,,,,
simeon stylites,1499,,simeon,stylites,,,,,,,,,
galileo,1499,,galileo,,,,,,,,,,
stephensons,1499,,stephensons,,,,,,,,,,
dubois,1499,,dubois,,,,,,,,,,
berne,1499,,berne,,,,,,,,,,
bourdaloue,1499,,bourdaloue,,,,,,,,,,
of suffolk,1499,,of,suffolk,,,,,,,,,
john the baptist,1499,,john,the,baptist,,,,,,,,
roscoe,1499,,roscoe,,,,,,,,,,
ignatius loyola his,1499,,ignatius,loyola,his,,,,,,,,
mohammed,1499,,mohammed,,,,,,,,,,
charles v,1499,,charles,v,,,,,,,,,
cortes,1499,,cortes,,,,,,,,,,
theodosius,1499,,theodosius,,,,,,,,,,
john wesley,1499,,john,wesley,,,,,,,,,
franciscans,1499,,franciscans,,,,,,,,,,
eisenach,1499,,eisenach,,,,,,,,,,
todd,1499,,todd,,,,,,,,,,
thomas fowler,1499,,thomas,fowler,,,,,,,,,
paul iii,1499,,paul,iii,,,,,,,,,
gregory vii,1499,,gregory,vii,,,,,,,,,
dyer,1499,,dyer,,,,,,,,,,
farel,1499,,farel,,,,,,,,,,
maimbourg,1499,,maimbourg,,,,,,,,,,
thomas aquinas,1499,,thomas,aquinas,,,,,,,,,
van eyck,1499,,van,eyck,,,,,,,,,
ignatius loyola,1499,,ignatius,loyola,,,,,,,,,
lacordaire,1499,,lacordaire,,,,,,,,,,
judas,1499,,judas,,,,,,,,,,
clements,1499,,clements,,,,,,,,,,
masaccio,1499,,masaccio,,,,,,,,,,
omer talon,1499,,omer,talon,,,,,,,,,
cabot,1499,,cabot,,,,,,,,,,
pagan,1499,,pagan,,,,,,,,,,
gustavus adolphus,1499,,gustavus,adolphus,,,,,,,,,
hadley,1499,,hadley,,,,,,,,,,
fra bartolommeo,1499,,fra,bartolommeo,,,,,,,,,
nichols,1499,,nichols,,,,,,,,,,
catharine medici,1499,,catharine,medici,,,,,,,,,
whitefield,1499,,whitefield,,,,,,,,,,
cervantes,1499,,cervantes,,,,,,,,,,
jonathan edwards,1499,,jonathan,edwards,,,,,,,,,
simplicio,1499,,simplicio,,,,,,,,,,
vasco da gama,1499,,vasco,da,gama,,,,,,,,
rousseau,1499,,rousseau,,,,,,,,,,
jeremy the prophet,1499,,jeremy,the,prophet,,,,,,,,
thomas cranmer,1499,,thomas,cranmer,,,,,,,,,
tycho brahe,1499,,tycho,brahe,,,,,,,,,
ahab,1499,,ahab,,,,,,,,,,
john rogers,1499,,john,rogers,,,,,,,,,
martin bucer,1499,,martin,bucer,,,,,,,,,
james spedding,1499,,james,spedding,,,,,,,,,
sadoleto,1499,,sadoleto,,,,,,,,,,
alighieri,1499,,alighieri,,,,,,,,,,
charles i  every,1499,,charles,i,,every,,,,,,,
of lancaster,1499,,of,lancaster,,,,,,,,,
galen,1499,,galen,,,,,,,,,,
erasmus,1499,,erasmus,,,,,,,,,,
hume,1499,,hume,,,,,,,,,,
te deums,1499,,te,deums,,,,,,,,,
tindale,1499,,tindale,,,,,,,,,,
colet,1499,,colet,,,,,,,,,,
la chaise,1499,,la,chaise,,,,,,,,,
humphrey gilbert,1499,,humphrey,gilbert,,,,,,,,,
marengo,1499,,marengo,,,,,,,,,,
bonaparte,1499,,bonaparte,,,,,,,,,,
bembo,1499,,bembo,,,,,,,,,,
faith,1499,,faith,,,,,,,,,,
copernicus,1499,,copernicus,,,,,,,,,,
alexander vi,1499,,alexander,vi,,,,,,,,,
bonhours,1499,,bonhours,,,,,,,,,,
william godwin,1499,,william,godwin,,,,,,,,,
herrera,1499,,herrera,,,,,,,,,,
mosheim,1499,,mosheim,,,,,,,,,,
harris nicholas,1499,,harris,nicholas,,,,,,,,,
rossi,1499,,rossi,,,,,,,,,,
vasari,1499,,vasari,,,,,,,,,,
francesco almeira,1499,,francesco,almeira,,,,,,,,,
beethoven,1499,,beethoven,,,,,,,,,,
bradley,1499,,bradley,,,,,,,,,,
gath,1499,,gath,,,,,,,,,,
wat tyler,1499,,wat,tyler,,,,,,,,,
scroggs,1499,,scroggs,,,,,,,,,,
essex,1499,,essex,,,,,,,,,,
strasburg,1499,,strasburg,,,,,,,,,,
saracen,1499,,saracen,,,,,,,,,,
george eliot,1499,,george,eliot,,,,,,,,,
hildebrand,1499,,hildebrand,,,,,,,,,,
salvator rosa,1499,,salvator,rosa,,,,,,,,,
athanasius,1499,,athanasius,,,,,,,,,,
purgatorio,1499,,purgatorio,,,,,,,,,,
warham,1499,,warham,,,,,,,,,,
mirabeau,1499,,mirabeau,,,,,,,,,,
bayle,1499,,bayle,,,,,,,,,,
lorenzo medici savonarola,1499,,lorenzo,medici,savonarola,,,,,,,,
gruet,1499,,gruet,,,,,,,,,,
of savoy,1499,,of,savoy,,,,,,,,,
h  g  fleary,1499,,h,,g,,fleary,,,,,,
lescot,1499,,lescot,,,,,,,,,,
j  r  lowell,1499,,j,,r,,lowell,,,,,,
pope julius ii,1499,,pope,julius,ii,,,,,,,,
fra ilario,1499,,fra,ilario,,,,,,,,,
melancthon,1499,,melancthon,,,,,,,,,,
ferrara,1499,,ferrara,,,,,,,,,,
alice barnham,1499,,alice,barnham,,,,,,,,,
isaac newton,1499,,isaac,newton,,,,,,,,,
vittoria colonna,1499,,vittoria,colonna,,,,,,,,,
voiron,1499,,voiron,,,,,,,,,,
edward vi,1499,,edward,vi,,,,,,,,,
kepler galileo,1499,,kepler,galileo,,,,,,,,,
bessell,1499,,bessell,,,,,,,,,,
luther luther,1499,,luther,luther,,,,,,,,,
isabella excuses,1499,,isabella,excuses,,,,,,,,,
heloise,1499,,heloise,,,,,,,,,,
bossuet,1499,,bossuet,,,,,,,,,,
calamy,1499,,calamy,,,,,,,,,,
guelphs,1499,,guelphs,,,,,,,,,,
don inigo lopez recalde loyola,1499,,don,inigo,lopez,recalde,loyola,,,,,,
jesuitism,1499,,jesuitism,,,,,,,,,,
scaliger,1499,,scaliger,,,,,,,,,,
jehovah,1499,,jehovah,,,,,,,,,,
folengo,1499,,folengo,,,,,,,,,,
leverrier,1499,,leverrier,,,,,,,,,,
adolphus william ward,1499,,adolphus,william,ward,,,,,,,,
stephen harwood,1499,,stephen,harwood,,,,,,,,,
perrin,1499,,perrin,,,,,,,,,,
borgia,1499,,borgia,,,,,,,,,,
lainez,1499,,lainez,,,,,,,,,,
charles cowden clarke,1499,,charles,cowden,clarke,,,,,,,,
ariosto,1499,,ariosto,,,,,,,,,,
maintenon,1499,,maintenon,,,,,,,,,,
servetus,1499,,servetus,,,,,,,,,,
charles ix,1499,,charles,ix,,,,,,,,,
amias paulet,1499,,amias,paulet,,,,,,,,,
cosimo   medici,1499,,cosimo,,,medici,,,,,,,
siddartha,1499,,siddartha,,,,,,,,,,
richard baxter,1499,,richard,baxter,,,,,,,,,
jevons,1499,,jevons,,,,,,,,,,
ghibellines dante,1499,,ghibellines,dante,,,,,,,,,
william the silent,1499,,william,the,silent,,,,,,,,
mccrie,1499,,mccrie,,,,,,,,,,
labitte,1499,,labitte,,,,,,,,,,
julius ii,1499,,julius,ii,,,,,,,,,
botta,1499,,botta,,,,,,,,,,
caleb cushing,1499,,caleb,cushing,,,,,,,,,
romer,1499,,romer,,,,,,,,,,
da vinci,1499,,da,vinci,,,,,,,,,
tetzel,1499,,tetzel,,,,,,,,,,
thomas cromwell suppression,1499,,thomas,cromwell,suppression,,,,,,,,
sylla,1499,,sylla,,,,,,,,,,
marco polo,1499,,marco,polo,,,,,,,,,
theresa,1499,,theresa,,,,,,,,,,
faber,1499,,faber,,,,,,,,,,
van arteveldes,1499,,van,arteveldes,,,,,,,,,
chalmers,1499,,chalmers,,,,,,,,,,
arnauld,1499,,arnauld,,,,,,,,,,
christopher colomb,1499,,christopher,colomb,,,,,,,,,
anne of cleves,1499,,anne,of,cleves,,,,,,,,
andrea del sarto,1499,,andrea,del,sarto,,,,,,,,
dominic,1499,,dominic,,,,,,,,,,
siddons,1499,,siddons,,,,,,,,,,
mosley,1499,,mosley,,,,,,,,,,
wilhelm meister,1499,,wilhelm,meister,,,,,,,,,
fra domenico da pescia,1499,,fra,domenico,da,pescia,,,,,,,
duppa,1499,,duppa,,,,,,,,,,
navarrete,1499,,navarrete,,,,,,,,,,
contarini,1499,,contarini,,,,,,,,,,
martin luther,1499,,martin,luther,,,,,,,,,
halley,1499,,halley,,,,,,,,,,
speglet,1499,,speglet,,,,,,,,,,
catherine bora,1499,,catherine,bora,,,,,,,,,
howe,1499,,howe,,,,,,,,,,
everett,1499,,everett,,,,,,,,,,
