bookId_RowNum,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
pg834DoyleMemoirsSherlk-269,0.0197,0.2429,0.0414,0.0854,0.0262,0.0282,0.0300,0.0586,0.0444,0.0002,0.0011,0.0015,0.0044,0.0913,-0.0301,0.0174,0.2488,0.2054,0.5458,0.7402,0.0105,-0.0650,-1.0000
pg40484-270,0.0266,0.3369,0.0299,0.0765,0.0162,0.0234,0.0340,0.0496,0.0535,0.0002,0.0011,0.0064,0.0119,0.0913,-0.1109,0.0220,0.3103,0.2931,0.3966,0.7760,-0.1202,-1.7525,-1.0000
pg41332-271,0.0084,0.3808,0.0594,0.0564,0.0269,0.0268,0.0380,0.0801,0.0205,0.0012,0.0110,0.0192,0.0091,0.1494,0.1697,0.0110,0.1319,0.2805,0.5876,0.5230,0.0509,0.4640,-1.0000
pg43743-272,0.0078,0.2471,0.2052,0.0623,0.0379,0.0258,0.0338,0.0687,0.0250,0.0047,0.0095,0.0090,0.0038,0.1256,0.1971,0.0006,0.1161,0.2044,0.6795,0.4795,0.0434,0.7606,-1.0000
pg18336-273,0.0215,0.3759,0.1327,0.0679,0.0274,0.0269,0.0285,0.0498,0.0519,0.0010,0.0012,0.0069,0.0040,0.0872,-0.0679,0.0201,0.2861,0.2040,0.5100,0.6628,-0.0363,0.6793,-1.0000
pg41329-274,0.0181,0.2270,0.3570,0.0854,0.0311,0.0244,0.0402,0.0659,0.0329,0.0005,0.0078,0.0058,0.0034,0.1201,0.0771,0.0134,0.2840,0.1513,0.5647,0.6745,-0.0990,-0.2542,-1.0000
pg502-275,0.0163,0.4184,0.0924,0.0671,0.0195,0.0229,0.0332,0.0575,0.0611,0.0002,0.0026,0.0055,0.0053,0.0989,-0.1046,0.0111,0.2663,0.1865,0.5471,0.7720,-0.0448,-0.2759,-1.0000
pg18572-276,0.0145,0.3682,0.1154,0.0550,0.0231,0.0243,0.0318,0.0580,0.0405,0.0009,0.0095,0.0040,0.0049,0.1042,-0.0008,0.0121,0.1634,0.1927,0.6439,0.6350,0.0084,0.5118,-1.0000
pg17241-277,0.0130,0.4463,0.0945,0.0551,0.0272,0.0323,0.0323,0.0677,0.0445,0.0004,0.0020,0.0018,0.0009,0.1041,0.0072,0.0064,0.2269,0.1026,0.6706,0.6104,-0.0798,0.9851,-1.0000
pg39018-278,0.0232,0.2240,0.0668,0.0931,0.0278,0.0259,0.0350,0.0619,0.0468,0.0004,0.0036,0.0043,0.0067,0.1053,-0.0599,0.0193,0.1895,0.2259,0.5846,0.7284,-0.0394,-0.1933,-1.0000
pg16398-279,0.0149,0.3407,0.1880,0.0793,0.0249,0.0287,0.0322,0.0590,0.0365,0.0005,0.0070,0.0046,0.0030,0.1032,0.0544,0.0118,0.1814,0.2091,0.6095,0.6997,-0.0384,0.0735,-1.0000
pg15067-280,0.0143,0.2535,0.1209,0.0419,0.0171,0.0332,0.0365,0.0779,0.0246,0.0014,0.0123,0.0036,0.0036,0.1317,0.2077,0.0115,0.1563,0.1633,0.6804,0.5362,0.4345,1.0677,-1.0000
pg681-281,0.0229,0.3363,0.0166,0.0737,0.0216,0.0246,0.0393,0.0621,0.0399,0.0016,0.0017,0.0011,0.0116,0.1058,-0.0565,0.0205,0.1970,0.2424,0.5606,0.7129,-0.0756,-0.5712,-1.0000
pg49680-282,0.0316,0.2201,0.1582,0.0930,0.0226,0.0221,0.0313,0.0708,0.0502,0.0008,0.0054,0.0032,0.0075,0.1116,-0.0776,0.0295,0.2429,0.2428,0.5143,0.6947,-0.0161,-0.5364,-1.0000
pg31915-283,0.0187,0.2442,0.0792,0.0927,0.0202,0.0236,0.0256,0.0560,0.0497,0.0018,0.0011,0.0025,0.0039,0.0870,-0.0661,0.0183,0.3188,0.1785,0.5027,0.7390,-0.0692,-0.7543,-1.0000
pg36374-284,0.0215,0.1155,0.2265,0.0853,0.0322,0.0245,0.0336,0.0650,0.0406,0.0005,0.0099,0.0049,0.0077,0.1138,-0.0221,0.0148,0.2483,0.2190,0.5328,0.7555,-0.0936,-0.4617,-1.0000
pg18705-285,0.0191,0.2950,0.1439,0.0753,0.0279,0.0280,0.0317,0.0477,0.0378,0.0016,0.0027,0.0030,0.0068,0.0868,-0.0055,0.0138,0.2688,0.1783,0.5529,0.6968,-0.0171,0.0404,-1.0000
pg42807-286,0.0175,0.3297,0.1040,0.0931,0.0233,0.0280,0.0246,0.0631,0.0425,0.0005,0.0017,0.0011,0.0020,0.0909,-0.0139,0.0205,0.2496,0.1762,0.5742,0.7000,-0.0373,-0.4783,-1.0000
pg13257-287,0.0252,0.2285,0.1618,0.0880,0.0216,0.0240,0.0374,0.0650,0.0521,0.0003,0.0067,0.0051,0.0137,0.1145,-0.1020,0.0213,0.3326,0.1903,0.4771,0.7970,-0.0458,-0.8396,1.0000
pg38798-288,0.0218,0.1343,0.1252,0.0784,0.0367,0.0216,0.0352,0.0669,0.0420,0.0013,0.0054,0.0054,0.0048,0.1141,-0.0139,0.0146,0.2185,0.3090,0.4725,0.6947,-0.0522,0.5913,-1.0000
pg14581-289,0.0291,0.4066,0.0830,0.0913,0.0274,0.0241,0.0281,0.0494,0.0407,0.0004,0.0073,0.0069,0.0139,0.0922,-0.0688,0.0240,0.3189,0.1769,0.5042,0.7524,-0.0798,-0.4009,-1.0000
pg15671-290,0.0249,0.3336,0.1063,0.0747,0.0221,0.0232,0.0313,0.0511,0.0593,0.0006,0.0084,0.0011,0.0090,0.0925,-0.1259,0.0235,0.2632,0.2054,0.5314,0.7636,-0.0384,0.6078,-1.0000
pg15430-291,0.0195,0.2778,0.0748,0.0881,0.0250,0.0217,0.0257,0.0545,0.0400,0.0004,0.0047,0.0043,0.0036,0.0896,-0.0038,0.0226,0.2775,0.2044,0.5181,0.6328,-0.0522,-0.1680,-1.0000
pg37467-292,0.0118,0.2078,0.2861,0.0947,0.0295,0.0248,0.0544,0.0814,0.0266,0.0020,0.0046,0.0051,0.0030,0.1475,0.1865,0.0081,0.1993,0.2002,0.6005,0.6969,-0.0883,-0.6274,-1.0000
pg6809-293,0.0134,0.1149,0.1258,0.0788,0.0345,0.0250,0.0410,0.0668,0.0284,0.0014,0.0031,0.0023,0.0039,0.1146,0.1450,0.0107,0.1613,0.2024,0.6364,0.5654,-0.0543,0.9473,-1.0000
pg29847-294,0.0253,0.2446,0.2171,0.0893,0.0176,0.0258,0.0299,0.0669,0.0684,0.0015,0.0009,0.0044,0.0067,0.1035,-0.1415,0.0180,0.3496,0.1321,0.5183,0.7424,0.0445,0.5711,-1.0000
pg30817-295,0.0337,0.2216,0.3399,0.1102,0.0291,0.0231,0.0326,0.0484,0.0540,0.0015,0.0027,0.0062,0.0110,0.0914,-0.1050,0.0251,0.3644,0.2667,0.3689,0.8212,-0.1032,-1.1811,-1.0000
pg18708-296,0.0137,0.1538,0.1029,0.0774,0.0289,0.0260,0.0435,0.0711,0.0354,0.0006,0.0062,0.0039,0.0085,0.1253,0.0027,0.0130,0.1914,0.2457,0.5629,0.6818,0.0126,0.4669,-1.0000
pg9087-297,0.0202,0.2224,0.2934,0.0769,0.0279,0.0265,0.0362,0.0503,0.0466,0.0005,0.0051,0.0225,0.0106,0.1145,-0.0790,0.0007,0.3917,0.1985,0.4098,0.7252,0.0615,0.3311,-1.0000
pg37451-298,0.0088,0.5062,0.0701,0.0591,0.0190,0.0318,0.0377,0.0635,0.0371,0.0001,0.0027,0.0010,0.0054,0.1050,0.0347,0.0058,0.1111,0.2222,0.6667,0.6604,-0.1043,0.3787,-1.0000
pg786DickensHardTimes-299,0.0176,0.2360,0.1473,0.0789,0.0266,0.0265,0.0338,0.0813,0.0369,0.0011,0.0068,0.0047,0.0069,0.1277,0.0047,0.0002,0.2931,0.1331,0.5738,0.7070,-0.0384,0.0717,-1.0000
pg36364-300,0.0162,0.2081,0.3179,0.0635,0.0282,0.0248,0.0294,0.0689,0.0408,0.0005,0.0094,0.0022,0.0038,0.1104,-0.0067,0.0131,0.1881,0.2235,0.5884,0.7243,-0.0628,-0.2892,-1.0000
pg40611-301,0.0298,0.3071,0.2028,0.0869,0.0298,0.0271,0.0155,0.0355,0.0530,0.0072,0.0131,0.0144,0.0126,0.0856,-0.1119,0.0166,0.2958,0.2509,0.4533,0.7734,-0.0735,0.1838,1.0000
pg1342JaneAustenPP-302,0.0143,0.2051,0.2406,0.0806,0.0344,0.0260,0.0352,0.0637,0.0350,0.0009,0.0107,0.0028,0.0050,0.1133,0.0519,0.0124,0.2594,0.2218,0.5188,0.6070,-0.0522,-0.4731,-1.0000
pg36360-303,0.0260,0.2294,0.2239,0.0741,0.0357,0.0227,0.0332,0.0700,0.0341,0.0008,0.0073,0.0050,0.0084,0.1164,0.0039,0.0188,0.2517,0.2063,0.5419,0.6823,0.0116,0.3797,-1.0000
pg28509-304,0.0142,0.2124,0.2323,0.0757,0.0241,0.0200,0.0343,0.0628,0.0373,0.0030,0.0031,0.0071,0.0107,0.1103,-0.0220,0.0114,0.2266,0.1780,0.5954,0.7154,-0.0480,0.6224,-1.0000
pg35038-305,0.0100,0.3690,0.0571,0.0874,0.0205,0.0247,0.0326,0.0851,0.0452,0.0001,0.0085,0.0085,0.0044,0.1348,-0.0210,0.0177,0.2490,0.2600,0.4910,0.7269,-0.0543,-0.3179,-1.0000
pg4634-306,0.0279,0.3217,0.0887,0.1030,0.0168,0.0234,0.0255,0.0434,0.0766,0.0001,0.0010,0.0117,0.0063,0.0817,-0.1565,0.0345,0.2959,0.3174,0.3866,0.8648,-0.1011,-1.3565,-1.0000
pg51988-307,0.0172,0.2605,0.2336,0.0923,0.0282,0.0266,0.0217,0.0385,0.0387,0.0015,0.0046,0.0116,0.0061,0.0779,-0.0017,0.0141,0.2801,0.2042,0.5157,0.7328,-0.0448,-0.7920,-1.0000
pg4632-308,0.0222,0.2582,0.1636,0.0590,0.0291,0.0282,0.0304,0.0685,0.0436,0.0005,0.0054,0.0040,0.0084,0.1089,-0.0474,0.0220,0.2798,0.2423,0.4779,0.7006,-0.0947,-0.6374,-1.0000
pg33099-309,0.0127,0.4242,0.1467,0.0825,0.0220,0.0311,0.0369,0.0682,0.0448,0.0004,0.0045,0.0062,0.0024,0.1161,-0.0236,0.0111,0.1421,0.1838,0.6741,0.6968,-0.0309,0.7440,-1.0000
pg39878-310,0.0182,0.2798,0.1255,0.0894,0.0270,0.0221,0.0333,0.0610,0.0444,0.0011,0.0099,0.0044,0.0099,0.1096,-0.0640,0.0222,0.2381,0.2221,0.5398,0.7492,-0.0936,-0.4551,-1.0000
pg39879-311,0.0215,0.2098,0.1714,0.0913,0.0249,0.0253,0.0304,0.0534,0.0460,0.0015,0.0072,0.0078,0.0093,0.1003,-0.0789,0.0192,0.4327,0.2059,0.3614,0.7528,-0.1011,-0.9354,-1.0000
pg36366-312,0.0289,0.2779,0.1498,0.0734,0.0290,0.0209,0.0343,0.0755,0.0424,0.0028,0.0089,0.0052,0.0083,0.1266,-0.0422,0.0241,0.2604,0.2224,0.5172,0.7126,-0.0426,-0.2776,-1.0000
pg16771-313,0.0257,0.1617,0.1041,0.0995,0.0282,0.0276,0.0376,0.0560,0.0513,0.0003,0.0026,0.0045,0.0060,0.1011,-0.0728,0.0146,0.2672,0.1780,0.5548,0.7627,-0.0777,-0.1960,-1.0000
pg26306-314,0.0313,0.3447,0.1078,0.0830,0.0210,0.0252,0.0355,0.0503,0.0421,0.0018,0.0019,0.0053,0.0110,0.0948,-0.0640,0.0278,0.3123,0.1530,0.5346,0.7074,-0.0862,-0.7590,-1.0000
pg36593-315,0.0161,0.2532,0.1186,0.0673,0.0205,0.0256,0.0307,0.0601,0.0436,0.0002,0.0022,0.0126,0.0059,0.1058,-0.0380,0.0163,0.2269,0.1629,0.6102,0.6920,-0.0309,0.8383,-1.0000
pg33081-316,0.0136,0.2321,0.0735,0.0703,0.0271,0.0266,0.0369,0.0725,0.0290,0.0008,0.0104,0.0059,0.0040,0.1264,0.1088,0.0129,0.1472,0.1939,0.6589,0.5940,0.2326,0.8386,-1.0000
pg15895-317,0.0207,0.2071,0.1997,0.0652,0.0335,0.0252,0.0403,0.0664,0.0374,0.0019,0.0071,0.0024,0.0052,0.1181,0.0312,0.0156,0.2476,0.2997,0.4528,0.7480,-0.1149,-0.9939,-1.0000
pg36353-318,0.0056,0.3069,0.0955,0.0557,0.0299,0.0295,0.0413,0.0696,0.0195,0.0024,0.0095,0.0003,0.0041,0.1231,0.3153,0.0034,0.0876,0.1671,0.7453,0.5014,0.0732,0.6453,-1.0000
pg35022-319,0.0287,0.1539,0.1960,0.0869,0.0177,0.0224,0.0374,0.0738,0.0431,0.0002,0.0022,0.0066,0.0127,0.1202,-0.0722,0.0288,0.2685,0.2230,0.5085,0.7841,-0.0607,-0.5089,-1.0000
pg41932-320,0.0256,0.1946,0.2475,0.1008,0.0277,0.0207,0.0264,0.0656,0.0457,0.0014,0.0110,0.0064,0.0062,0.1107,-0.0537,0.0231,0.2417,0.3099,0.4484,0.7915,-0.0097,-0.9372,-1.0000
pg28717-321,0.0175,0.2656,0.2741,0.0875,0.0349,0.0232,0.0425,0.0655,0.0317,0.0004,0.0161,0.0061,0.0050,0.1306,0.0956,0.0143,0.1631,0.2208,0.6160,0.6989,0.1136,-0.3194,-1.0000
pg13238-322,0.0160,0.3171,0.2820,0.0684,0.0349,0.0311,0.0405,0.0730,0.0369,0.0021,0.0054,0.0037,0.0049,0.1247,0.0224,0.0097,0.2294,0.3104,0.4602,0.6975,-0.0830,-0.3962,-1.0000
pg37208-323,0.0137,0.2514,0.2688,0.0792,0.0244,0.0289,0.0289,0.0627,0.0370,0.0010,0.0079,0.0092,0.0079,0.1096,0.0164,0.0129,0.2193,0.1935,0.5872,0.6967,-0.0480,0.3107,-1.0000
pg29808-324,0.0168,0.4271,0.1680,0.0666,0.0288,0.0318,0.0292,0.0541,0.0487,0.0006,0.0070,0.0034,0.0036,0.0942,-0.0457,0.0143,0.2017,0.2369,0.5614,0.6935,-0.1043,0.3359,-1.0000
pg51972-325,0.0157,0.2607,0.2089,0.0837,0.0264,0.0268,0.0285,0.0410,0.0352,0.0006,0.0055,0.0115,0.0040,0.0871,0.0452,0.0142,0.1987,0.1963,0.6050,0.6906,0.0116,-0.2389,-1.0000
pg37204-326,0.0214,0.4579,0.2005,0.0763,0.0251,0.0284,0.0326,0.0558,0.0397,0.0014,0.0062,0.0106,0.0061,0.1065,-0.0007,0.0113,0.2045,0.1426,0.6529,0.6831,-0.0586,-0.4127,-1.0000
pg34970HermanPierre-327,0.0102,0.2985,0.0945,0.0551,0.0262,0.0255,0.0420,0.0774,0.0264,0.0010,0.0192,0.0108,0.0072,0.1505,0.1181,0.0069,0.1920,0.1776,0.6305,0.5660,0.0668,0.9727,-1.0000
pg37430-328,0.0284,0.4402,0.0685,0.0692,0.0222,0.0250,0.0257,0.0658,0.0528,0.0011,0.0043,0.0062,0.0073,0.1030,-0.0900,0.0272,0.3473,0.1919,0.4609,0.7158,0.0913,0.2356,-1.0000
pg2675-329,0.0117,0.2860,0.0832,0.0534,0.0296,0.0270,0.0379,0.0769,0.0278,0.0035,0.0094,0.0083,0.0079,0.1360,0.0838,0.0118,0.2334,0.1750,0.5916,0.6211,0.8723,1.0499,-1.0000
pg39616-330,0.0108,0.2723,0.0620,0.0813,0.0201,0.0285,0.0346,0.0588,0.0376,0.0005,0.0046,0.0009,0.0023,0.0993,0.0525,0.0109,0.2223,0.1107,0.6671,0.7123,-0.0958,-0.9794,-1.0000
pg426-331,0.0150,0.4229,0.0689,0.0739,0.0247,0.0271,0.0403,0.0719,0.0361,0.0010,0.0158,0.0054,0.0053,0.1344,0.0307,0.0000,0.2796,0.0941,0.6263,0.7010,-0.0426,0.7063,-1.0000
pg35254-332,0.0288,0.1744,0.1271,0.0859,0.0185,0.0206,0.0372,0.0742,0.0398,0.0003,0.0030,0.0153,0.0148,0.1299,-0.0667,0.0305,0.2730,0.1726,0.5544,0.7716,-0.0575,-0.6048,-1.0000
pg34166-333,0.0253,0.1791,0.3123,0.1023,0.0237,0.0236,0.0313,0.0565,0.0452,0.0001,0.0071,0.0026,0.0066,0.0975,-0.0421,0.0193,0.2902,0.2288,0.4810,0.7370,-0.0660,-0.4367,-1.0000
pg5705-334,0.0163,0.3102,0.1008,0.0675,0.0217,0.0315,0.0283,0.0527,0.0413,0.0003,0.0062,0.0052,0.0038,0.0927,0.0016,0.0154,0.2323,0.1164,0.6512,0.6568,0.0137,0.9105,-1.0000
pg36588-335,0.0182,0.3091,0.1133,0.0743,0.0187,0.0249,0.0320,0.0627,0.0448,0.0006,0.0055,0.0104,0.0058,0.1112,-0.0445,0.0177,0.2441,0.1652,0.5908,0.7249,-0.0501,0.3147,-1.0000
pg34168-336,0.0301,0.1518,0.2242,0.1054,0.0246,0.0188,0.0331,0.0684,0.0432,0.0015,0.0041,0.0017,0.0082,0.1088,-0.0290,0.0292,0.2688,0.2275,0.5036,0.8309,-0.0830,-1.0496,-1.0000
pg16993-337,0.0188,0.1671,0.2151,0.0901,0.0281,0.0239,0.0328,0.0643,0.0325,0.0013,0.0065,0.0015,0.0091,0.1065,0.0361,0.0170,0.2229,0.1917,0.5854,0.7388,0.0009,-0.8505,-1.0000
pg28301-338,0.0160,0.1459,0.3593,0.0727,0.0249,0.0237,0.0465,0.0768,0.0333,0.0007,0.0036,0.0136,0.0124,0.1412,0.0047,0.0155,0.1769,0.2466,0.5765,0.6926,0.0445,0.2956,-1.0000
pg30868-339,0.0305,0.2350,0.0824,0.0870,0.0182,0.0207,0.0381,0.0779,0.0446,0.0003,0.0024,0.0123,0.0128,0.1310,-0.0704,0.0289,0.2378,0.2017,0.5604,0.7645,-0.0756,-0.4214,-1.0000
pg30627-340,0.0100,0.3438,0.1584,0.0633,0.0273,0.0282,0.0450,0.0555,0.0334,0.0035,0.0039,0.0000,0.0052,0.1080,0.0717,0.0118,0.2303,0.1696,0.6001,0.6844,0.0987,-0.2626,-1.0000
pg40672-341,0.0262,0.2401,0.0960,0.0774,0.0257,0.0204,0.0355,0.0795,0.0441,0.0006,0.0061,0.0056,0.0135,0.1271,-0.0578,0.0279,0.2917,0.2449,0.4634,0.8146,-0.1000,-0.6923,-1.0000
pg40673-342,0.0289,0.2817,0.1793,0.0884,0.0304,0.0217,0.0348,0.0778,0.0457,0.0012,0.0058,0.0095,0.0121,0.1290,-0.0714,0.0285,0.2925,0.2883,0.4192,0.8036,-0.0565,-0.7777,-1.0000
pg40431-343,0.0126,0.2795,0.2388,0.0598,0.0348,0.0249,0.0455,0.0855,0.0234,0.0012,0.0100,0.0035,0.0033,0.1457,0.2027,0.0102,0.1997,0.1215,0.6788,0.5457,-0.0320,0.7830,-1.0000
pg9052-344,0.0175,0.2174,0.2362,0.0653,0.0253,0.0260,0.0352,0.0607,0.0378,0.0005,0.0071,0.0070,0.0046,0.1104,0.0218,0.0003,0.2644,0.1662,0.5694,0.6690,0.1625,0.6327,-1.0000
pg14382-345,0.0206,0.2089,0.2422,0.0701,0.0325,0.0222,0.0426,0.0730,0.0314,0.0015,0.0052,0.0098,0.0191,0.1321,-0.0329,0.0141,0.2517,0.1928,0.5555,0.6966,-0.0044,0.1263,-1.0000
pg39207-346,0.0152,0.2151,0.2272,0.0613,0.0363,0.0255,0.0341,0.0749,0.0266,0.0015,0.0079,0.0110,0.0060,0.1294,0.1389,0.0169,0.1362,0.2243,0.6395,0.5580,-0.0820,0.0144,-1.0000
pg13057-347,0.0206,0.3315,0.1877,0.0855,0.0224,0.0265,0.0299,0.0551,0.0534,0.0005,0.0040,0.0040,0.0061,0.0935,-0.0816,0.0002,0.3673,0.1633,0.4694,0.6914,-0.0894,-0.0367,-1.0000
pg18984-348,0.0248,0.2409,0.1085,0.0902,0.0164,0.0226,0.0263,0.0589,0.0479,0.0023,0.0025,0.0102,0.0063,0.1003,-0.0533,0.0297,0.2687,0.1749,0.5564,0.8517,-0.0108,-0.7348,-1.0000
pg14145-349,0.0153,0.3000,0.1270,0.0924,0.0235,0.0289,0.0342,0.0522,0.0546,0.0014,0.0047,0.0077,0.0095,0.1001,-0.0930,0.0145,0.3715,0.1976,0.4309,0.7691,0.0381,-0.6584,-1.0000
pg29646-350,0.0146,0.4359,0.1381,0.0813,0.0243,0.0253,0.0304,0.0475,0.0347,0.0004,0.0026,0.0000,0.0049,0.0809,0.0573,0.0095,0.1853,0.1221,0.6926,0.6674,-0.0936,-0.3769,-1.0000
pg30617-351,0.0182,0.2431,0.1199,0.0690,0.0224,0.0268,0.0409,0.0718,0.0403,0.0002,0.0079,0.0020,0.0025,0.1228,0.0256,0.0215,0.1788,0.2586,0.5626,0.7085,0.0498,-1.0429,-1.0000
pg29880-352,0.0349,0.1953,0.2270,0.0752,0.0231,0.0229,0.0321,0.0554,0.0507,0.0036,0.0053,0.0000,0.0106,0.0965,-0.0911,0.0256,0.3403,0.1768,0.4829,0.6930,0.1933,0.0493,-1.0000
pg30618-353,0.0218,0.1751,0.1171,0.0843,0.0242,0.0237,0.0307,0.0657,0.0349,0.0034,0.0049,0.0095,0.0117,0.1142,-0.0198,0.0202,0.2201,0.1990,0.5809,0.7285,-0.0448,0.2631,-1.0000
pg29400-354,0.0107,0.4651,0.0505,0.0851,0.0282,0.0257,0.0326,0.0643,0.0349,0.0004,0.0083,0.0029,0.0020,0.1085,0.0670,0.0084,0.1679,0.0601,0.7720,0.6914,-0.0288,0.0430,-1.0000
pg38341-355,0.0131,0.4118,0.0424,0.0734,0.0210,0.0242,0.0249,0.0673,0.0501,0.0001,0.0032,0.0041,0.0060,0.0997,-0.0665,0.0142,0.3000,0.1662,0.5339,0.6883,-0.0522,0.7131,-1.0000
pg14395-356,0.0218,0.2857,0.1927,0.0836,0.0264,0.0273,0.0292,0.0485,0.0560,0.0008,0.0024,0.0045,0.0033,0.0853,-0.0917,0.0204,0.2978,0.2344,0.4678,0.7050,-0.0171,0.7258,-1.0000
pg35077-357,0.0159,0.1437,0.3192,0.0767,0.0297,0.0219,0.0292,0.0623,0.0370,0.0010,0.0012,0.0087,0.0117,0.1023,-0.0240,0.0185,0.2469,0.1905,0.5627,0.7085,-0.0139,-0.0357,-1.0000
pg37490-358,0.0183,0.4871,0.0498,0.0713,0.0238,0.0264,0.0294,0.0461,0.0512,0.0001,0.0008,0.0027,0.0030,0.0790,-0.0626,0.0152,0.2321,0.1639,0.6039,0.6816,-0.0841,-0.0320,-1.0000
pg43925-359,0.0256,0.2622,0.0693,0.0687,0.0276,0.0251,0.0263,0.0813,0.0354,0.0020,0.0128,0.0025,0.0071,0.1250,0.0146,0.0247,0.2178,0.2437,0.5385,0.6655,-0.0788,-0.1225,-1.0000
pg40418-360,0.0197,0.1479,0.3039,0.0870,0.0265,0.0235,0.0400,0.0733,0.0335,0.0005,0.0143,0.0030,0.0061,0.1310,0.0410,0.0183,0.1971,0.1494,0.6535,0.7175,-0.0692,-0.2996,-1.0000
pg35078-361,0.0203,0.3950,0.0700,0.0700,0.0190,0.0237,0.0294,0.0608,0.0532,0.0003,0.0055,0.0059,0.0096,0.1018,-0.0967,0.0154,0.2445,0.2363,0.5192,0.7251,-0.0660,0.0736,-1.0000
pg35079-362,0.0120,0.2248,0.3044,0.0669,0.0267,0.0273,0.0393,0.0565,0.0449,0.0000,0.0009,0.0066,0.0031,0.1034,-0.0187,0.0122,0.2413,0.2948,0.4639,0.7127,0.0923,0.5357,-1.0000
pg16574-363,0.0119,0.2832,0.2099,0.0548,0.0281,0.0248,0.0435,0.0921,0.0191,0.0100,0.0147,0.0118,0.0061,0.1720,0.2840,0.0069,0.1291,0.2129,0.6580,0.5236,-0.0278,1.1070,-1.0000
pg15485-364,0.0121,0.1802,0.1299,0.0647,0.0305,0.0247,0.0398,0.0863,0.0246,0.0011,0.0122,0.0043,0.0016,0.1436,0.2181,0.0061,0.0823,0.1916,0.7261,0.6058,-0.0968,-0.3512,-1.0000
pg15244-365,0.0143,0.2086,0.2857,0.0650,0.0300,0.0267,0.0428,0.0755,0.0253,0.0012,0.0107,0.0049,0.0067,0.1350,0.1481,0.0118,0.2118,0.2327,0.5556,0.6462,-0.0437,-0.4556,-1.0000
pg30600-366,0.0284,0.2818,0.2136,0.0686,0.0252,0.0270,0.0369,0.0648,0.0527,0.0035,0.0024,0.0001,0.0098,0.1077,-0.0919,0.0218,0.2001,0.3147,0.4852,0.7196,-0.0915,0.1243,-1.0000
pg47282-367,0.0247,0.2734,0.2396,0.0910,0.0291,0.0235,0.0402,0.0696,0.0410,0.0003,0.0075,0.0055,0.0060,0.1231,-0.0210,0.0238,0.2610,0.2232,0.5157,0.7585,-0.0448,-1.2105,-1.0000
pg27437-368,0.0249,0.1312,0.1132,0.0959,0.0221,0.0206,0.0313,0.0641,0.0605,0.0010,0.0074,0.0069,0.0064,0.1107,-0.1204,0.0245,0.3386,0.2379,0.4234,0.7775,-0.0660,1.0053,-1.0000
pg12CarolGlassLook-369,0.0242,0.0981,0.2268,0.0876,0.0156,0.0264,0.0298,0.0637,0.0345,0.0063,0.0017,0.0104,0.0152,0.1119,-0.0423,0.0022,0.4813,0.1600,0.3586,0.8215,-0.1117,-1.7593,-1.0000
pg29851-370,0.0168,0.3388,0.0430,0.0657,0.0237,0.0282,0.0322,0.0561,0.0462,0.0002,0.0021,0.0015,0.0020,0.0920,-0.0216,0.0139,0.2935,0.1293,0.5772,0.7798,-0.0299,-0.3970,-1.0000
pg8182-371,0.0166,0.2866,0.0847,0.0718,0.0196,0.0207,0.0378,0.0652,0.0351,0.0014,0.0083,0.0022,0.0043,0.1148,0.0375,0.0168,0.2240,0.2559,0.5201,0.6481,-0.1202,-0.0423,-1.0000
pg40651-372,0.0253,0.4258,0.0705,0.0656,0.0190,0.0283,0.0331,0.0614,0.0500,0.0006,0.0044,0.0067,0.0053,0.1061,-0.0502,0.0184,0.2292,0.2238,0.5470,0.7096,-0.0065,0.5030,-1.0000
pg13273-373,0.0147,0.2855,0.2007,0.0898,0.0308,0.0238,0.0297,0.0587,0.0520,0.0004,0.0051,0.0000,0.0064,0.0939,-0.0817,0.0152,0.2833,0.2558,0.4609,0.7239,-0.0565,0.1291,-1.0000
pg16788-374,0.0120,0.1687,0.3388,0.0760,0.0258,0.0284,0.0405,0.0831,0.0246,0.0003,0.0119,0.0077,0.0052,0.1435,0.1606,0.0141,0.1853,0.1648,0.6499,0.6351,-0.0118,-0.3970,-1.0000
pg12181-375,0.0209,0.3312,0.2879,0.0762,0.0271,0.0274,0.0316,0.0625,0.0470,0.0002,0.0047,0.0131,0.0060,0.1121,-0.0552,0.0002,0.2857,0.1429,0.5714,0.7862,-0.0756,-0.0396,-1.0000
pg39660-376,0.0153,0.1448,0.2479,0.0740,0.0219,0.0264,0.0290,0.0457,0.0393,0.0013,0.0057,0.0021,0.0043,0.0839,0.0071,0.0139,0.2485,0.1898,0.5617,0.6371,0.0371,0.5484,-1.0000
pg50209-377,0.0309,0.1732,0.1238,0.0932,0.0195,0.0194,0.0346,0.0684,0.0462,0.0008,0.0029,0.0146,0.0133,0.1213,-0.0872,0.0328,0.3067,0.1950,0.4982,0.7820,-0.0926,-0.7617,-1.0000
pg50688-378,0.0085,0.2233,0.0436,0.0742,0.0313,0.0254,0.0373,0.0803,0.0220,0.0010,0.0112,0.0000,0.0034,0.1298,0.2788,0.0077,0.1038,0.1748,0.7213,0.5251,0.1231,0.0800,-1.0000
pg39425-379,0.0125,0.2348,0.1675,0.0713,0.0489,0.0208,0.0326,0.0883,0.0213,0.0054,0.0156,0.0087,0.0094,0.1506,0.1664,0.0118,0.2370,0.0504,0.7126,0.5134,-0.0894,-0.4867,-1.0000
