bookId_RowNum,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
pg40199-540,0.0167,0.1855,0.3214,0.0777,0.0325,0.0202,0.0341,0.0929,0.0275,0.0003,0.0080,0.0087,0.0026,0.1439,0.1889,0.0162,0.1013,0.1892,0.7096,0.5716,-0.0894,0.0192,-1.0000
pg45401-541,0.0298,0.2418,0.0232,0.0751,0.0252,0.0268,0.0254,0.0801,0.0346,0.0005,0.0112,0.0045,0.0046,0.1216,0.0355,0.0226,0.1685,0.2405,0.5910,0.6210,-0.0416,-0.0550,-1.0000
pg44796-542,0.0180,0.2726,0.1090,0.0666,0.0222,0.0309,0.0356,0.0391,0.0532,0.0011,0.0004,0.0035,0.0050,0.0797,-0.0704,0.0158,0.2720,0.2380,0.4900,0.7631,-0.0458,-0.0556,-1.0000
pg23606-543,0.0218,0.1868,0.1478,0.1173,0.0192,0.0261,0.0325,0.0507,0.0475,0.0008,0.0064,0.0108,0.0086,0.1012,-0.0748,0.0263,0.2819,0.1559,0.5622,0.9101,-0.0724,-2.0711,-1.0000
pg5176-544,0.0007,0.4292,0.1050,0.0802,0.0269,0.0267,0.0334,0.0270,0.0523,0.0011,0.0019,0.0021,0.0021,0.0655,-0.0592,0.0114,0.2768,0.1341,0.5891,0.6796,-0.0735,0.8033,-1.0000
pg45636-545,0.0229,0.2939,0.0921,0.0827,0.0232,0.0244,0.0244,0.0626,0.0550,0.0001,0.0010,0.0045,0.0029,0.0927,-0.0817,0.0269,0.2680,0.2577,0.4744,0.6986,-0.0416,-0.1173,-1.0000
pg6028-546,0.0179,0.2723,0.1773,0.0865,0.0284,0.0238,0.0390,0.0632,0.0415,0.0004,0.0030,0.0021,0.0034,0.1078,0.0016,0.0166,0.1871,0.2229,0.5900,0.7058,-0.0405,0.1910,-1.0000
pg5179-547,0.0130,0.2736,0.1647,0.0678,0.0234,0.0286,0.0309,0.0621,0.0313,0.0005,0.0079,0.0076,0.0056,0.1090,0.0618,0.0107,0.1746,0.2152,0.6102,0.6167,0.0647,-0.4003,-1.0000
pg22757-548,0.0296,0.2428,0.1218,0.0795,0.0288,0.0266,0.0240,0.0538,0.0432,0.0073,0.0056,0.0044,0.0067,0.0951,-0.0414,0.0174,0.2585,0.1976,0.5439,0.7303,-0.0097,-0.3701,-1.0000
pg31241-549,0.0112,0.2136,0.0678,0.0946,0.0225,0.0309,0.0335,0.0584,0.0511,0.0003,0.0015,0.0025,0.0059,0.0962,-0.0677,0.0113,0.2548,0.1923,0.5529,0.7449,0.0732,0.5473,-1.0000
pg7119-550,0.0066,0.4568,0.0729,0.0532,0.0295,0.0261,0.0384,0.0866,0.0236,0.0007,0.0058,0.0043,0.0036,0.1358,0.2673,0.0070,0.0634,0.1296,0.8071,0.4805,-0.1075,1.0920,-1.0000
pg18022-551,0.0166,0.2873,0.2061,0.0562,0.0240,0.0274,0.0395,0.0719,0.0381,0.0011,0.0028,0.0027,0.0022,0.1180,0.0549,0.0138,0.1425,0.2166,0.6409,0.6280,-0.0681,-0.7816,-1.0000
pg33423-552,0.0192,0.2133,0.1025,0.0737,0.0232,0.0246,0.0317,0.0757,0.0455,0.0004,0.0012,0.0035,0.0048,0.1125,-0.0352,0.0151,0.1836,0.1412,0.6752,0.7952,0.0286,0.3837,-1.0000
pg32576-553,0.0049,0.3171,0.0406,0.0535,0.0181,0.0233,0.0340,0.0738,0.0297,0.0035,0.0121,0.0008,0.0010,0.1241,0.1639,0.0000,0.1308,0.1645,0.7047,0.5277,0.2857,0.9323,-1.0000
pg31004-554,0.0116,0.3634,0.0881,0.0617,0.0262,0.0273,0.0337,0.0791,0.0213,0.0009,0.0092,0.0218,0.0148,0.1447,0.0824,0.0143,0.2113,0.2194,0.5693,0.6191,0.0902,0.0372,-1.0000
pg33664-555,0.0196,0.2273,0.2420,0.0793,0.0293,0.0247,0.0376,0.0745,0.0452,0.0003,0.0071,0.0107,0.0081,0.1302,-0.0578,0.0164,0.2493,0.2566,0.4941,0.7632,0.0392,-0.3724,-1.0000
pg34738-556,0.0159,0.2555,0.0976,0.0777,0.0219,0.0231,0.0299,0.0509,0.0533,0.0070,0.0032,0.0204,0.0061,0.1114,-0.0850,0.0000,0.3710,0.1686,0.4604,0.7582,-0.0777,-0.8413,-1.0000
pg30137-557,0.0219,0.1891,0.2826,0.0859,0.0330,0.0221,0.0229,0.0672,0.0409,0.0007,0.0066,0.0000,0.0082,0.0974,-0.0284,0.0211,0.2409,0.2455,0.5136,0.7428,-0.0756,-0.6124,-1.0000
pg40180-558,0.0161,0.2022,0.1519,0.0891,0.0435,0.0234,0.0402,0.0761,0.0238,0.0026,0.0131,0.0048,0.0090,0.1367,0.1403,0.0124,0.2326,0.2245,0.5429,0.6066,-0.1053,-0.2401,-1.0000
pg16094-559,0.0247,0.2256,0.1957,0.0727,0.0306,0.0272,0.0378,0.0648,0.0409,0.0016,0.0045,0.0050,0.0114,0.1137,-0.0443,0.0160,0.2663,0.1891,0.5446,0.7276,0.0052,-0.5400,-1.0000
pg39193-560,0.0216,0.2112,0.3308,0.0852,0.0353,0.0225,0.0393,0.0737,0.0354,0.0006,0.0122,0.0046,0.0090,0.1304,-0.0066,0.0202,0.2849,0.1535,0.5616,0.7642,-0.0756,-0.8956,-1.0000
pg22532-561,0.0207,0.1417,0.2179,0.0840,0.0250,0.0252,0.0350,0.0351,0.0486,0.0005,0.0004,0.0029,0.0085,0.0739,-0.0700,0.0211,0.2834,0.2193,0.4973,0.7588,-0.0458,-0.3495,-1.0000
pg14902-562,0.0243,0.3090,0.0731,0.0580,0.0206,0.0271,0.0322,0.0677,0.0365,0.0008,0.0081,0.0065,0.0117,0.1153,-0.0218,0.0197,0.1907,0.1947,0.6147,0.6982,-0.0681,0.6994,-1.0000
pg45872-563,0.0293,0.2133,0.2928,0.0874,0.0311,0.0251,0.0359,0.0758,0.0337,0.0045,0.0024,0.0069,0.0120,0.1255,0.0126,0.0155,0.1688,0.2685,0.5627,0.6947,-0.0968,-0.4576,-1.0000
pg39192-564,0.0203,0.1881,0.2986,0.0907,0.0280,0.0208,0.0388,0.0713,0.0336,0.0004,0.0125,0.0048,0.0064,0.1277,0.0212,0.0179,0.2636,0.1868,0.5496,0.7452,-0.0703,-0.4512,-1.0000
pg8671-565,0.0211,0.2352,0.2422,0.0839,0.0282,0.0222,0.0274,0.0557,0.0430,0.0005,0.0077,0.0026,0.0057,0.0938,-0.0235,0.0233,0.2580,0.2564,0.4856,0.6720,-0.0543,0.5296,-1.0000
pg42115-566,0.0251,0.3027,0.0273,0.0652,0.0276,0.0291,0.0262,0.0691,0.0419,0.0023,0.0071,0.0021,0.0062,0.1067,-0.0230,0.0231,0.3006,0.2488,0.4505,0.6594,-0.0575,0.0502,-1.0000
pg5165-567,0.0179,0.2070,0.2614,0.0897,0.0276,0.0233,0.0373,0.0477,0.0259,0.0003,0.0007,0.0328,0.0233,0.1189,-0.0270,0.0206,0.3014,0.2508,0.4477,0.7317,-0.0171,0.0392,-1.0000
pg43449-568,0.0157,0.2600,0.3163,0.0883,0.0296,0.0263,0.0352,0.0495,0.0515,0.0000,0.0041,0.0029,0.0042,0.0918,-0.0689,0.0004,0.3163,0.1806,0.5030,0.7400,-0.0628,0.6332,-1.0000
pg42117-569,0.0262,0.2748,0.0924,0.0649,0.0272,0.0281,0.0278,0.0800,0.0377,0.0023,0.0091,0.0023,0.0065,0.1215,0.0091,0.0225,0.2576,0.1866,0.5558,0.6492,-0.0575,-0.2219,-1.0000
pg12733-570,0.0110,0.2424,0.3271,0.0755,0.0266,0.0270,0.0347,0.0305,0.0457,0.0011,0.0032,0.0023,0.0023,0.0718,-0.0171,0.0110,0.2786,0.1697,0.5517,0.6450,0.1274,1.1643,-1.0000
pg33892-571,0.0224,0.3945,0.1604,0.0779,0.0337,0.0310,0.0319,0.0595,0.0437,0.0003,0.0031,0.0001,0.0061,0.0948,-0.0408,0.0155,0.2467,0.1613,0.5920,0.7161,-0.0394,0.9080,-1.0000
pg34500-572,0.0230,0.2512,0.2445,0.0631,0.0300,0.0263,0.0335,0.0710,0.0399,0.0005,0.0069,0.0065,0.0073,0.1184,-0.0110,0.0164,0.2238,0.2247,0.5515,0.7510,-0.0331,-0.4560,-1.0000
pg32560-573,0.0159,0.3351,0.0802,0.0684,0.0240,0.0240,0.0348,0.0712,0.0307,0.0016,0.0097,0.0071,0.0051,0.1244,0.0664,0.0011,0.2572,0.1642,0.5786,0.6427,0.2284,0.8381,-1.0000
pg19121-574,0.0081,0.2829,0.1663,0.0674,0.0269,0.0249,0.0343,0.0568,0.0331,0.0022,0.0102,0.0057,0.0022,0.1092,0.0887,0.0076,0.1106,0.2120,0.6774,0.5919,0.0636,1.7836,-1.0000
pg35833-575,0.0237,0.3537,0.0256,0.0787,0.0176,0.0278,0.0379,0.0492,0.0495,0.0006,0.0012,0.0095,0.0108,0.0984,-0.0905,0.0175,0.3167,0.2067,0.4766,0.7765,-0.1149,-1.4895,-1.0000
pg4397Galsw1-576,0.0215,0.4327,0.1740,0.0685,0.0284,0.0289,0.0287,0.0667,0.0351,0.0033,0.0092,0.0081,0.0091,0.1159,0.0057,0.0109,0.2260,0.1535,0.6205,0.6948,0.0275,0.2808,-1.0000
pg12972-577,0.0140,0.1433,0.1755,0.0992,0.0264,0.0281,0.0388,0.0505,0.0506,0.0001,0.0019,0.0073,0.0031,0.0985,-0.0661,0.0150,0.2655,0.2069,0.5276,0.7935,-0.0171,-0.6633,-1.0000
pg31699-578,0.0115,0.3268,0.0503,0.0565,0.0210,0.0257,0.0359,0.0505,0.0370,0.0004,0.0053,0.0015,0.0049,0.0936,0.0264,0.0126,0.1858,0.1141,0.7001,0.6854,0.0116,-0.0705,-1.0000
pg12935-579,0.0303,0.2298,0.1471,0.0869,0.0245,0.0286,0.0405,0.0577,0.0519,0.0007,0.0031,0.0157,0.0104,0.1178,-0.0999,0.0216,0.3181,0.2520,0.4298,0.8726,-0.0926,-1.4258,-1.0000
pg17390-580,0.0310,0.1196,0.0781,0.0882,0.0222,0.0228,0.0271,0.0477,0.0590,0.0005,0.0069,0.0056,0.0128,0.0879,-0.1336,0.0275,0.2977,0.3058,0.3965,0.7561,-0.0809,0.4257,-1.0000
pg34968-581,0.0131,0.1716,0.3393,0.0704,0.0310,0.0234,0.0383,0.0852,0.0179,0.0081,0.0107,0.0044,0.0069,0.1467,0.3055,0.0155,0.1629,0.1204,0.7167,0.5145,-0.0851,-0.3196,-1.0000
pg24920-582,0.0287,0.3706,0.1345,0.0767,0.0250,0.0262,0.0333,0.0602,0.0475,0.0006,0.0017,0.0061,0.0053,0.1018,-0.0640,0.0267,0.2466,0.2558,0.4976,0.7341,-0.0416,-0.0961,-1.0000
pg45622-583,0.0237,0.1594,0.2215,0.0790,0.0201,0.0241,0.0368,0.0705,0.0435,0.0006,0.0030,0.0064,0.0101,0.1173,-0.0684,0.0236,0.3285,0.2202,0.4513,0.7250,-0.0405,-0.1822,-1.0000
pg5151-584,0.0355,0.3349,0.1348,0.0770,0.0187,0.0290,0.0260,0.0617,0.0571,0.0005,0.0001,0.0066,0.0065,0.0948,-0.0949,0.0196,0.2894,0.2268,0.4837,0.6844,-0.0469,-0.7126,-1.0000
pg9993-585,0.0215,0.3277,0.0789,0.0794,0.0204,0.0269,0.0285,0.0611,0.0453,0.0019,0.0028,0.0103,0.0076,0.1046,-0.0581,0.0198,0.2610,0.2106,0.5284,0.7286,-0.0235,0.2073,-1.0000
pg21887-586,0.0170,0.3110,0.0927,0.0794,0.0249,0.0255,0.0318,0.0343,0.0404,0.0004,0.0055,0.0027,0.0083,0.0746,-0.0149,0.0146,0.1644,0.1899,0.6457,0.6715,-0.0373,0.7633,-1.0000
pg6005-587,0.0205,0.1951,0.2526,0.0989,0.0246,0.0233,0.0336,0.0519,0.0507,0.0014,0.0082,0.0043,0.0046,0.0995,-0.0653,0.0003,0.3207,0.1714,0.5079,0.7781,0.0339,-0.4555,-1.0000
pg45618-588,0.0427,0.2346,0.0326,0.0977,0.0225,0.0224,0.0321,0.0624,0.0510,0.0003,0.0031,0.0032,0.0114,0.1011,-0.0967,0.0318,0.2883,0.2950,0.4167,0.8490,-0.1053,-1.1927,-1.0000
pg33401-589,0.0162,0.3104,0.1492,0.0688,0.0198,0.0240,0.0418,0.0704,0.0408,0.0012,0.0079,0.0062,0.0047,0.1274,0.0038,0.0145,0.2411,0.1990,0.5599,0.6920,-0.0724,-0.0592,-1.0000
pg18489-590,0.0211,0.2414,0.1493,0.0848,0.0234,0.0263,0.0273,0.0527,0.0495,0.0007,0.0014,0.0145,0.0042,0.0966,-0.0587,0.0212,0.2686,0.2207,0.5106,0.7268,-0.0607,-0.4496,-1.0000
pg18488-591,0.0233,0.2134,0.2158,0.0879,0.0263,0.0222,0.0389,0.0562,0.0447,0.0014,0.0068,0.0147,0.0150,0.1180,-0.0819,0.0188,0.2726,0.2536,0.4738,0.7724,-0.0671,-0.2845,-1.0000
pg33867-592,0.0179,0.3340,0.2481,0.0575,0.0283,0.0312,0.0319,0.0817,0.0337,0.0015,0.0042,0.0072,0.0094,0.1266,0.0192,0.0065,0.2726,0.2075,0.5200,0.6996,-0.0480,0.2308,-1.0000
pg30115-593,0.0142,0.1483,0.3173,0.0964,0.0308,0.0249,0.0354,0.0637,0.0477,0.0009,0.0098,0.0048,0.0048,0.1147,-0.0511,0.0163,0.2467,0.2523,0.5010,0.7348,0.0583,-0.2637,-1.0000
pg41490-594,0.0157,0.2226,0.0134,0.0569,0.0185,0.0277,0.0360,0.0681,0.0341,0.0009,0.0105,0.0056,0.0043,0.1211,0.0427,0.0164,0.0952,0.0952,0.8095,0.6303,-0.0958,0.5865,-1.0000
pg42581-595,0.0295,0.1591,0.0668,0.0753,0.0166,0.0184,0.0238,0.0534,0.0883,0.0009,0.0054,0.0228,0.0127,0.1062,-0.1892,0.0025,0.5227,0.1401,0.3373,0.8206,-0.0086,-0.5589,-1.0000
pg18259-596,0.0194,0.2540,0.2001,0.0847,0.0217,0.0222,0.0310,0.0588,0.0367,0.0025,0.0072,0.0072,0.0135,0.1067,-0.0319,0.0255,0.3191,0.2061,0.4748,0.7035,-0.0299,0.0604,-1.0000
pg6474-597,0.0141,0.2702,0.2903,0.0954,0.0295,0.0246,0.0266,0.0635,0.0399,0.0023,0.0141,0.0074,0.0123,0.1140,-0.0464,0.0220,0.2666,0.2022,0.5312,0.7508,-0.0511,-0.1855,-1.0000
pg41247-598,0.0084,0.4286,0.0589,0.0528,0.0257,0.0283,0.0375,0.0770,0.0205,0.0010,0.0097,0.0203,0.0108,0.1455,0.1548,0.0102,0.1821,0.2393,0.5785,0.5199,0.1157,0.2479,-1.0000
pg8899-599,0.0187,0.3766,0.2137,0.0771,0.0345,0.0278,0.0459,0.0574,0.0415,0.0007,0.0019,0.0161,0.0105,0.1219,-0.0453,0.0107,0.2797,0.3144,0.4059,0.7682,-0.0596,0.0200,-1.0000
pg9747-600,0.0260,0.2954,0.0747,0.0895,0.0197,0.0214,0.0294,0.0570,0.0469,0.0027,0.0053,0.0100,0.0095,0.1044,-0.0658,0.0290,0.2842,0.2468,0.4690,0.7216,-0.0363,0.7413,-1.0000
pg98DickensTaleCities-601,0.0183,0.3309,0.1008,0.0603,0.0274,0.0314,0.0373,0.0786,0.0352,0.0016,0.0062,0.0051,0.0066,0.1287,0.0117,0.0137,0.3563,0.2185,0.4253,0.7063,-0.1085,0.0443,-1.0000
pg42174-602,0.0180,0.2263,0.2064,0.0732,0.0375,0.0220,0.0331,0.0715,0.0383,0.0003,0.0029,0.0015,0.0033,0.1092,0.0350,0.0160,0.1624,0.2491,0.5886,0.6809,-0.0543,0.3162,-1.0000
pg41089-603,0.0203,0.1467,0.1924,0.0864,0.0281,0.0278,0.0306,0.0612,0.0399,0.0001,0.0010,0.0062,0.0066,0.0992,-0.0144,0.0180,0.2389,0.1894,0.5717,0.6600,-0.0012,0.0297,-1.0000
pg4045HermanOmmo-604,0.0143,0.2918,0.0294,0.0481,0.0176,0.0305,0.0357,0.0807,0.0346,0.0014,0.0148,0.0048,0.0026,0.1373,0.0865,0.0055,0.0920,0.1184,0.7896,0.5924,-0.0108,0.9852,-1.0000
pg8403-605,0.0188,0.2501,0.1475,0.0761,0.0169,0.0245,0.0370,0.0421,0.0381,0.0001,0.0004,0.0257,0.0092,0.1053,0.0098,0.0181,0.2470,0.2260,0.5270,0.6930,0.0062,0.3538,-1.0000
pg30193-606,0.0169,0.1982,0.2696,0.0961,0.0265,0.0244,0.0354,0.0508,0.0427,0.0003,0.0035,0.0121,0.0052,0.1021,-0.0314,0.0163,0.2724,0.2214,0.5062,0.7450,-0.0575,0.0420,-1.0000
pg8883-607,0.0187,0.3630,0.1064,0.0469,0.0326,0.0281,0.0352,0.0712,0.0335,0.0012,0.0097,0.0000,0.0082,0.1173,0.0368,0.0056,0.1326,0.2748,0.5926,0.6160,0.1274,0.9978,-1.0000
pg4046-608,0.0101,0.0091,0.1167,0.0778,0.0266,0.0263,0.0338,0.0819,0.0377,0.0026,0.0073,0.0078,0.0013,0.1334,0.0693,0.0046,0.0853,0.2083,0.7063,0.5910,-0.1234,0.2341,-1.0000
pg32132-609,0.0124,0.2671,0.0410,0.0933,0.0262,0.0268,0.0259,0.0684,0.0412,0.0003,0.0022,0.0009,0.0020,0.0977,0.0097,0.0130,0.2169,0.1961,0.5870,0.6931,-0.0256,-0.3508,-1.0000
pg11674-610,0.0130,0.3657,0.2018,0.0569,0.0289,0.0311,0.0270,0.0615,0.0337,0.0015,0.0059,0.0050,0.0120,0.1009,0.0083,0.0078,0.2591,0.2018,0.5392,0.6453,-0.0044,0.8769,-1.0000
pg12520-611,0.0125,0.2245,0.2795,0.0622,0.0285,0.0260,0.0379,0.0752,0.0398,0.0003,0.0030,0.0174,0.0035,0.1338,0.0153,0.0088,0.1577,0.1835,0.6589,0.5690,0.0381,1.8284,-1.0000
pg33468-612,0.0192,0.2643,0.0733,0.0624,0.0211,0.0234,0.0312,0.0852,0.0305,0.0005,0.0094,0.0080,0.0060,0.1343,0.0692,0.0225,0.2343,0.1722,0.5935,0.6266,0.1975,0.8308,-1.0000
pg34794-613,0.0193,0.2944,0.2291,0.0624,0.0339,0.0284,0.0363,0.0667,0.0300,0.0003,0.0070,0.0032,0.0039,0.1133,0.1154,0.0157,0.1653,0.1969,0.6377,0.5973,0.0222,-0.5773,-1.0000
pg2147EdgarPoe1-614,0.0074,0.1816,0.0431,0.0492,0.0188,0.0287,0.0328,0.0733,0.0331,0.0007,0.0057,0.0074,0.0025,0.1198,0.1059,0.0063,0.1286,0.1264,0.7450,0.5360,0.0530,0.3902,-1.0000
pg32116-615,0.0125,0.3515,0.1594,0.0640,0.0231,0.0290,0.0230,0.0518,0.0444,0.0010,0.0007,0.0033,0.0029,0.0798,-0.0038,0.0068,0.1504,0.2006,0.6491,0.6696,-0.0766,0.4282,-1.0000
pg44581-616,0.0141,0.5292,0.0470,0.0619,0.0221,0.0266,0.0314,0.0693,0.0401,0.0006,0.0030,0.0014,0.0011,0.1057,0.0357,0.0115,0.1385,0.1570,0.7046,0.6406,-0.0703,-0.1706,-1.0000
pg23664-617,0.0196,0.2674,0.2158,0.0792,0.0278,0.0298,0.0272,0.0510,0.0363,0.0017,0.0113,0.0136,0.0057,0.1047,0.0198,0.0165,0.2768,0.2122,0.5110,0.7020,-0.0044,0.0310,-1.0000
pg42165-618,0.0195,0.1906,0.2843,0.0694,0.0345,0.0226,0.0318,0.0706,0.0427,0.0001,0.0042,0.0044,0.0028,0.1109,-0.0083,0.0161,0.1934,0.2535,0.5532,0.7259,-0.0650,0.2250,-1.0000
pg43498-619,0.0144,0.1884,0.2180,0.0856,0.0238,0.0234,0.0359,0.0704,0.0261,0.0007,0.0109,0.0067,0.0069,0.1246,0.1133,0.0141,0.2128,0.1659,0.6213,0.6475,-0.0012,-0.2069,-1.0000
pg14708-620,0.0138,0.2163,0.2700,0.0803,0.0235,0.0228,0.0400,0.0745,0.0345,0.0012,0.0088,0.0117,0.0039,0.1361,0.0504,0.0113,0.2406,0.1584,0.6009,0.7094,-0.0947,-0.4235,-1.0000
pg23420-621,0.0228,0.3446,0.2086,0.0771,0.0243,0.0289,0.0315,0.0664,0.0500,0.0013,0.0026,0.0071,0.0063,0.1089,-0.0784,0.0170,0.3889,0.2500,0.3611,0.7043,-0.1117,0.4887,-1.0000
pg43499-622,0.0119,0.2057,0.2145,0.0930,0.0305,0.0235,0.0384,0.0659,0.0243,0.0006,0.0095,0.0071,0.0062,0.1215,0.1530,0.0110,0.2184,0.2074,0.5741,0.6395,-0.0299,-0.3360,-1.0000
pg14712-623,0.0115,0.4758,0.0615,0.0683,0.0235,0.0295,0.0330,0.0633,0.0397,0.0011,0.0072,0.0027,0.0061,0.1073,0.0125,0.0114,0.1811,0.1696,0.6493,0.6933,-0.0469,-0.2647,-1.0000
pg26925-624,0.0517,0.2965,0.0202,0.0770,0.0184,0.0252,0.0276,0.0514,0.0556,0.0033,0.0002,0.0017,0.0102,0.0841,-0.1125,0.0320,0.3144,0.1801,0.5055,0.7682,-0.0990,-0.3756,-1.0000
pg33695-625,0.0170,0.2398,0.0523,0.0827,0.0268,0.0270,0.0354,0.0607,0.0346,0.0013,0.0058,0.0030,0.0055,0.1061,0.0295,0.0191,0.1427,0.1541,0.7031,0.6640,-0.1117,-0.3635,-1.0000
pg30183-626,0.0062,0.3170,0.0563,0.0350,0.0149,0.0280,0.0333,0.0678,0.0346,0.0032,0.0105,0.0019,0.0005,0.1166,0.1236,0.0076,0.1643,0.1924,0.6434,0.4605,0.3027,-0.6803,-1.0000
pg36723-627,0.0253,0.2045,0.1944,0.0775,0.0260,0.0210,0.0358,0.0760,0.0351,0.0008,0.0088,0.0052,0.0113,0.1267,-0.0022,0.0265,0.2321,0.2061,0.5619,0.7466,-0.0214,-0.6980,-1.0000
pg9967-628,0.0313,0.3055,0.1398,0.1087,0.0223,0.0235,0.0275,0.0491,0.0615,0.0013,0.0041,0.0055,0.0050,0.0876,-0.1104,0.0280,0.2506,0.2281,0.5213,0.7674,-0.0480,-0.5431,-1.0000
pg21690-629,0.0232,0.2501,0.1617,0.0763,0.0247,0.0276,0.0294,0.0637,0.0388,0.0008,0.0062,0.0054,0.0089,0.1054,-0.0161,0.0231,0.2355,0.1962,0.5683,0.7102,-0.0278,0.7049,-1.0000
pg17191-630,0.0141,0.2704,0.1105,0.0597,0.0266,0.0284,0.0363,0.0789,0.0347,0.0010,0.0060,0.0019,0.0022,0.1241,0.0685,0.0179,0.1660,0.1980,0.6360,0.6241,0.0573,0.5967,-1.0000
pg18280-631,0.0267,0.2398,0.2385,0.0868,0.0245,0.0239,0.0192,0.0639,0.0448,0.0003,0.0024,0.0049,0.0135,0.0906,-0.0734,0.0328,0.2585,0.2414,0.5000,0.6693,-0.0809,-0.5739,-1.0000
pg23632-632,0.0180,0.3754,0.2447,0.0647,0.0226,0.0231,0.0225,0.0559,0.0480,0.0006,0.0046,0.0037,0.0041,0.0872,-0.0482,0.0144,0.2133,0.1778,0.6089,0.6997,-0.1160,0.1771,-1.0000
pg23631-633,0.0085,0.5521,0.0890,0.0564,0.0287,0.0265,0.0297,0.0626,0.0297,0.0004,0.0064,0.0046,0.0030,0.1036,0.1371,0.0079,0.0605,0.1252,0.8144,0.5540,-0.0979,1.1917,-1.0000
pg23633-634,0.0128,0.4345,0.2023,0.0630,0.0294,0.0252,0.0295,0.0570,0.0347,0.0005,0.0073,0.0064,0.0051,0.1006,0.0520,0.0126,0.1618,0.1729,0.6654,0.6532,-0.0958,0.4624,-1.0000
pg22781-635,0.0269,0.1914,0.1166,0.0992,0.0218,0.0231,0.0272,0.0491,0.0509,0.0007,0.0009,0.0032,0.0070,0.0811,-0.0859,0.0231,0.3161,0.1395,0.5444,0.7796,-0.0586,-0.4210,-1.0000
pg43489-636,0.0192,0.1786,0.2129,0.0697,0.0276,0.0237,0.0338,0.0866,0.0329,0.0012,0.0096,0.0064,0.0155,0.1375,-0.0161,0.0192,0.2288,0.2277,0.5435,0.7284,0.0551,-0.0849,-1.0000
pg23630-637,0.0084,0.4280,0.1553,0.0512,0.0256,0.0278,0.0268,0.0620,0.0313,0.0004,0.0043,0.0054,0.0020,0.0988,0.1340,0.0070,0.1392,0.1094,0.7514,0.5962,-0.1149,0.7957,-1.0000
pg23629-638,0.0118,0.4707,0.1120,0.0519,0.0233,0.0262,0.0278,0.0606,0.0348,0.0004,0.0081,0.0063,0.0034,0.1031,0.0665,0.0106,0.1576,0.1161,0.7264,0.6348,-0.1000,0.8431,-1.0000
pg8865-639,0.0234,0.1240,0.2612,0.0940,0.0187,0.0218,0.0231,0.0443,0.0555,0.0005,0.0032,0.0176,0.0214,0.0886,-0.1420,0.0227,0.3010,0.2428,0.4562,0.7720,-0.0947,-0.7778,-1.0000
pg46505-640,0.0179,0.1746,0.2301,0.0737,0.0322,0.0196,0.0344,0.0634,0.0397,0.0004,0.0138,0.0125,0.0124,0.1245,-0.0548,0.0209,0.3060,0.2152,0.4788,0.6778,0.0328,2.0905,-1.0000
pg44326-641,0.0335,0.1476,0.2182,0.0789,0.0192,0.0222,0.0264,0.0523,0.0586,0.0011,0.0017,0.0063,0.0112,0.0879,-0.1337,0.0363,0.3901,0.2197,0.3901,0.7300,-0.0490,1.0797,-1.0000
pg21689-642,0.0199,0.3079,0.1868,0.0812,0.0301,0.0248,0.0358,0.0415,0.0443,0.0017,0.0009,0.0075,0.0027,0.0875,-0.0177,0.0166,0.2268,0.1753,0.5979,0.6580,-0.0416,0.9273,-1.0000
pg20359-643,0.0151,0.3141,0.1716,0.0939,0.0217,0.0295,0.0272,0.0496,0.0341,0.0004,0.0037,0.0045,0.0039,0.0854,0.0726,0.0166,0.1627,0.2419,0.5954,0.6789,-0.0607,0.0497,-1.0000
pg2911Galsw2-644,0.0535,0.2497,0.0527,0.0923,0.0193,0.0225,0.0216,0.0513,0.1075,0.0016,0.0043,0.0082,0.0093,0.0870,-0.2178,0.0024,0.5914,0.1505,0.2581,0.8524,-0.1075,-1.6158,-1.0000
pg11655-645,0.0142,0.3355,0.2054,0.0650,0.0227,0.0254,0.0332,0.0552,0.0480,0.0014,0.0050,0.0144,0.0041,0.1092,-0.0363,0.0111,0.2222,0.2842,0.4936,0.7068,0.0126,0.0984,-1.0000
pg36713-646,0.0189,0.2414,0.1494,0.0609,0.0280,0.0244,0.0422,0.0799,0.0301,0.0012,0.0074,0.0052,0.0117,0.1360,0.0387,0.0113,0.2144,0.1790,0.6067,0.6437,0.0062,0.1096,-1.0000
pg32115-647,0.0292,0.2245,0.2581,0.1086,0.0254,0.0245,0.0275,0.0601,0.0625,0.0005,0.0012,0.0048,0.0074,0.0941,-0.1288,0.0294,0.4255,0.1844,0.3901,0.7941,-0.0968,-0.2473,-1.0000
pg32114-648,0.0118,0.4493,0.1440,0.0752,0.0231,0.0296,0.0323,0.0538,0.0509,0.0006,0.0008,0.0017,0.0056,0.0892,-0.0665,0.0129,0.3304,0.1913,0.4782,0.6770,0.0041,0.6231,-1.0000
pg34999-649,0.0200,0.1997,0.0987,0.0715,0.0319,0.0281,0.0319,0.0710,0.0353,0.0018,0.0093,0.0024,0.0091,0.1163,0.0043,0.0156,0.2541,0.1985,0.5474,0.7019,-0.0543,0.2535,-1.0000
pg12989-650,0.0228,0.3536,0.1439,0.0830,0.0277,0.0271,0.0263,0.0562,0.0446,0.0014,0.0051,0.0114,0.0075,0.1004,-0.0416,0.0221,0.3193,0.2237,0.4570,0.7605,-0.0671,-0.0790,-1.0000
