40199,Mabel: A Novel. Vol. 2 (of 3),en,Newby| Mrs. C. J.,Newby| Mrs. C. J.
40217,Der Abend: Ein kleines Gespräch,de,"Hardekopf, Ferdinand","Hardekopf, Ferdinand"
40222,Klagen eines Knaben,de,"Ehrenstein, Carl","Ehrenstein, Carl"
40278,The Threatening Eye,en,Knight| E. F.,Knight| E. F.
40314,Yester und Li: Die Geschichte einer Sehnsucht,de,"Kellermann, Bernhard","Kellermann, Bernhard"
40320,Mr. Punch Afloat: The Humours of Boating and Sailing,en,"Tenniel, John","Tenniel, John"
40321,Grim Tales,en,"Nesbit, E. (Edith)","Nesbit, E. (Edith)"
40324,True to a Type- Vol. 1 (of 2),en,Cleland| Robert,Cleland| Robert
40325,True to a Type- Vol. 2 (of 2),en,Cleland| Robert,Cleland| Robert
40347,The Coward Behind the Curtain,en,Marsh| Richard,Marsh| Richard
40348,The Crime and the Criminal,en,Marsh| Richard,Marsh| Richard
40353,The Datchet Diamonds,en,"Marsh, Richard","Marsh, Richard"
40386,Wandering Ghosts,en,"Crawford, F. Marion (Francis Marion)","Crawford, F. Marion (Francis Marion)"
40416,The Rest Hollow Mystery,en,"Porter, Rebecca N. (Rebecca Newman)","Porter, Rebecca N. (Rebecca Newman)"
40418,It May Be True- Vol. 1 (of 3),en,Wood| Mrs. Henry,Wood| Mrs. Henry
40431,Miss Hildreth: A Novel- Volume 1,en,Stevens| Augusta de Grasse,Stevens| Augusta de Grasse
40432,Miss Hildreth: A Novel- Volume 2,en,Stevens| Augusta de Grasse,Stevens| Augusta de Grasse
40433,Miss Hildreth: A Novel- Volume 3,en,Stevens| Augusta de Grasse,Stevens| Augusta de Grasse
40449,"The Woman with One Hand, and Mr. Ely's Engagement",en,"Marsh, Richard","Marsh, Richard"
40450,Violet Forster's Lover,en,Marsh| Richard,Marsh| Richard
40451,Under One Flag,en,Marsh| Richard,Marsh| Richard
40452,The Twickenham Peerage,en,Marsh| Richard,Marsh| Richard
40453,Tom Ossington's Ghost,en,"Marsh, Richard","Marsh, Richard"
40484,Black Star's Campaign: A Detective Story,en,McCulley| Johnston,McCulley| Johnston
40491,The Red Lottery Ticket,en,Boisgobey| Fortunu,Boisgobey| Fortunu
40493,The King of Diamonds: A Tale of Mystery and Adventure,en,Tracy| Louis,Tracy| Louis
40495,The Ordeal of Elizabeth,en,Anonymous,Anonymous
40545,The Splendid Fairing,en,Holme| Constance,Holme| Constance
40564,Jeremias: Eine dramatische Dichtung in neun Bildern,de,"Zweig, Stefan","Zweig, Stefan"
40566,Moth and Rust,en,Literary,Literary
40593,School-Room Humour,en,"Macnamara, T. J. (Thomas James)","Macnamara, T. J. (Thomas James)"
40611,Prince Charlie,en,Delannoy| Burford,Delannoy| Burford
40651,The Hypocrite,en,Thorne| Guy,Thorne| Guy
