bookId,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50
pg11759,0.0100440394633972,0.017595722655507,0.0118323502245313,0.0934122561148875,0.0273395959998261,0.10320214239250901,0.267476419836904,0.00979796279766267,0.0176668559946347,0.00203332791639247,0.0711170199052083,0.10108007408416302,0.0370823628675438,0.0417428327725203,0.0214934934225342,0.0590254685392488,0.0945924313914236,0.16032030199072902,0.0801121118476276,0.0273238463234533,0.13947412031103698,0.0526049769424345,0.33052141866198,0.0234204397058171,0.0528785134360867,0.00398758039015116,0.0242733538985246,0.0503656545567632,0.0278326507610764,0.12787452381020098,0.0216052744951877,0.245073499627219,0.674490805083088,0.0689027591070807,0.19418056424583102,0.0447600393883836,0.12873821505724198,0.103557509566979,0.0841654071828674,0.0157310533730698,0.20262657785234,0.0455145504231717,0.0566973285566337,0.12940767499550299,0.0430365612423464,0.0945924313914236,0.054333748782174895,0.00985460817867719,0.0281233104975122,0.125536321531319,0.00987166969799042
pg42534,0.0376543376461175,0.164912554458892,0.11516169353841602,0.0757634325056556,0.0351971358345434,0.221805948404213,0.205787977643665,0.296680044234857,0.183976931235788,0.10994410424116699,0.0769073889828025,0.0462465570829556,0.00703537192411251,0.12311330926099001,0.0929740003981852,0.0680867625389381,0.0292269072882409,0.174069908668564,0.0690261518107739,0.0858315374741726,0.33936782623496003,0.19103161063962198,0.0895478629589684,0.0773890911652375,0.0720093528482476,0.0819327572346537,0.10062384098683198,0.04329383791474801,0.015766034705519,0.00781277434285143,0.0382326257792306,0.241213396034298,0.489637236781599,0.0482559360348668,0.0880373817420229,0.0757634325056556,0.0562505531780736,0.186648655061136,0.23001493515964702,0.0694651785204863,0.0533764794434237,0.0228268330487408,0.04651379741148231,0.0890553278890758,0.0535922186796652,0.0668043595159792,0.0587576188942441,0.113674382191429,0.0637227252472758,0.0589000908447233,0.017080678406042
pg33468,0.0430543324553305,0.0457121463423734,0.0454687099595555,0.0777324316864507,0.075464993118664,0.119511353782385,0.105009897878298,0.0509084983927852,0.0254983025151293,0.0224502333128143,0.0256605262428723,0.107311347350785,0.0950691423168808,0.0622321964450652,0.057107263714677,0.0690043488908355,0.065823978188108,0.106006294277828,0.0818537446577037,0.0899987880599805,0.15349190607396898,0.14931711554663002,0.168178154040892,0.0709849595966043,0.0661429150087254,0.0297832307320648,0.018392513840516003,0.0767459530369843,0.0451917431012808,0.10768568302856199,0.046561233997536096,0.349481675113233,0.14475916737605898,0.0588153809514766,0.0877611511840946,0.12070645896026101,0.0367388924594204,0.0737254825409084,0.734780336722593,0.0434221425421062,0.14045932055657598,0.0893247357127453,0.0615844193779198,0.0757700508612298,0.0590788929480921,0.106572155161699,0.0649057813148234,0.0307216907219974,0.0110897522991003,0.0621204510997004,0.0679611931597895
pg2763,0.0398674265067027,0.0569083267664022,0.293535630446013,0.20341278806831098,0.0658859442732436,0.10691766789227199,0.0,0.245011307253501,0.25582414262054504,0.0309381115374117,0.00653430789857017,0.0270047427293108,0.223366707726833,0.15439132350356602,0.118921585995967,0.0507623053265256,0.00255416439067783,0.104781068728855,0.122799463800184,0.109746648305091,0.197351484173874,0.0992458457657,0.00278540591130099,0.0839239075274227,0.114013607377116,0.21367465527828797,0.28235113547671997,0.0307560754556687,0.297230597952154,0.00286761309545582,0.0207895757776444,0.00563919412363881,0.0,0.134141863353542,0.0556213923713211,0.0952692804876902,0.0193558990508845,0.00263491610029405,0.35738210031998296,0.15349999525445499,0.0592897260418468,0.23564241657007298,0.111229911407059,0.0103768282220739,0.0634117156155228,0.0689624385483015,0.0641859812520597,0.152550543843964,0.14883839229169,0.0171368400493847,0.0117549737120396
pg19829,0.0779390894079199,0.221242378232443,0.248668083825813,0.10696636085130301,0.258871111875353,0.113323772568931,0.0258152520601791,0.0380147997867491,0.0571208872162672,0.0986130423725772,0.102194307914992,0.201116573693853,0.0946543838500217,0.0920208353946184,0.10739867425279401,0.152674007524222,0.17476482052568398,0.0499615717213407,0.0758108288843251,0.14513672190336702,0.225475475044748,0.16378423393552202,0.0204200539808236,0.157757306416703,0.12031083737780499,0.109588265354445,0.026160389655055,0.11900094516250599,0.0578501806264638,0.00700757400896185,0.0317521240721995,0.0068902374303776714,0.0150918980177791,0.120936625101455,0.0129449296762554,0.28943838818587797,0.13874645767836902,0.18029013365342397,0.316425046746042,0.114439512215725,0.0377963616774282,0.0191946126017037,0.0442484756464887,0.0316972641199824,0.0379491285568856,0.312080036653007,0.12548080901831699,0.261269605217053,0.0974238617598998,0.00644264979154225,0.063834621352707
pg35828,0.11743613412154101,0.15485154233374498,0.138841142821966,0.17248928752632403,0.0724263268595158,0.17258869610393698,0.18194037984513398,0.16752710430872303,0.124628832039678,0.208341323807423,0.10431114835982098,0.0806466877469408,0.0797457499645512,0.135970432884639,0.0601853506788731,0.176862034915682,0.129844774945003,0.333905455921532,0.12405551874624901,0.0846531807316005,0.13151196946707197,0.12002439838311199,0.0701384585425194,0.0625697422798786,0.0898708242878068,0.0777054602424921,0.0762922079414518,0.114464121573192,0.0649845730258947,0.136242438920381,0.0963035058579172,0.00133961161316971,0.0146709616712596,0.0965258340497329,0.0893455167100737,0.0685063836983982,0.0760213589942666,0.136453645752151,0.3814233346719821,0.0803455014973252,0.131047047214214,0.17539690495918803,0.199094840143387,0.22431993922068902,0.14018454123315602,0.13833929293206,0.12564038410147,0.095398264452289,0.0694514771686535,0.134027222824638,0.0384735886021914
pg12733,0.10060211270999199,0.12962918741479,0.0834605730522883,0.0940293733932982,0.106063298349475,0.31658775968239194,0.14924401188004702,0.0850063255747227,0.0740765739772769,0.053783497113330095,0.0627038069617187,0.0987199782139849,0.0289096903261888,0.0501881111842564,0.0702902108809525,0.0506548926587304,0.216504924712838,0.23366028428999103,0.0537513377324931,0.19135461692096398,0.539720080678187,0.164912912958673,0.0497456499261092,0.0874173969387138,0.0552568102267334,0.0766454369950244,0.0848937765784891,0.0908642667470871,0.0694132022024239,0.0122301659874477,0.05056736389317701,0.0232991757215024,0.0098773350941613,0.0513784075210094,0.0381248492498723,0.0706936164927716,0.0591619322701999,0.0884971225372782,0.259557372421637,0.0721242828184585,0.0948249249512368,0.0034895769248412803,0.0461976359403773,0.13069478359500802,0.22905159284975,0.22671742116155602,0.151930499042301,0.12442359311901,0.114062958776822,0.0562210803972872,0.0376005953969559
pg16968,0.148754376169534,0.0979795750611349,0.162258927452359,0.147021262610287,0.0876418341277507,0.136910528624447,0.223958790071228,0.127520845847569,0.104248846595881,0.0319391142827035,0.118210808088462,0.11341042055985302,0.0408759613726366,0.0837350722115592,0.062846186456922,0.0279619812218031,0.09096975151133001,0.215274628589844,0.0540769511373515,0.0802920669819647,0.266609185326895,0.144276107034748,0.121251419397652,0.0744526439287309,0.0864298253112865,0.181943035841002,0.0953202651106279,0.0999784444975858,0.0639427250121006,0.0048635056290697,0.063173030213599,0.0159402328991519,0.0401515372268572,0.0338682342506323,0.133266251293241,0.133920358021251,0.110885125016081,0.08341851057801,0.569522550590074,0.0603042366800188,0.173422795324596,0.12285608280246,0.0716567041491882,0.0806631056169323,0.11120507935032198,0.10685335891807,0.0928940212739849,0.162165398068116,0.0646104866190905,0.11774760735028698,0.109281961447344
pg28509,0.0513632726493788,0.109654409040151,0.10572695136570599,0.19743326285604199,0.14818507755052301,0.236092812364677,0.22226294225470603,0.12283778070992801,0.12790762598600802,0.0737925787145462,0.0602872342258812,0.206825701328147,0.10785522484766301,0.10485439224750802,0.06446543275784,0.118465975785702,0.237246145083873,0.18321492859902103,0.11764941478305802,0.0772694148162361,0.24445850570968802,0.24747787526004697,0.265670892056316,0.11912368117503098,0.0726909884571192,0.0526237777172304,0.0266944582727105,0.105452688737513,0.0327951119392592,0.157313965033329,0.0502205407316929,0.0439431421892887,0.0500500051188922,0.0649502978997789,0.19813803787467602,0.261639201996218,0.111010798366209,0.0804872189232646,0.14529821203663598,0.0664973382462329,0.12855993520002498,0.0701848642555627,0.125780057428409,0.106736417475849,0.0935826766504889,0.218139072996581,0.152050492715628,0.0910353301205332,0.0811871083812762,0.0838207635950839,0.09770672332425501
pg41483,0.21113319579786102,0.0921807364753437,0.17821404613192302,0.128077182253198,0.115093194663837,0.22952417079725002,0.235286108547412,0.0692951150597531,0.0732714344483787,0.0279621007791893,0.180463067443094,0.185211641076525,0.0690161353640336,0.0782785667447895,0.0614184199578879,0.0657099963608229,0.157388406623201,0.28839541760899795,0.0633377455815719,0.0306738379395705,0.213114743065335,0.1263110494933,0.111667823957929,0.122695351758282,0.0731026982981881,0.11163198550777802,0.0317909028645715,0.133196714415834,0.0800653725675006,0.0936739927539152,0.0598085308904601,0.0795456520960544,0.0,0.143098349940492,0.0452268351557291,0.107049585166852,0.13795275624072398,0.13497759396712,0.298010254995753,0.10237125437679598,0.137793872174509,0.0058314695689741895,0.0960216004951497,0.19452338145152104,0.101841570738735,0.31667305910933197,0.160112508897712,0.114223563841858,0.041437356184627,0.164415392304742,0.0504229553850895
