bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50
pg6474-16,0.0184,0.2434,0.2406,0.1202,0.0265,0.0209,0.0236,0.059,0.0437,0.0014,0.0145,0.0074,0.0131,0.1059,-0.1002,0.0266,0.3,0.2,0.5,0.7974,0.4899,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-19,0.0167,0.3259,0.2279,0.1111,0.0336,0.0183,0.0236,0.0608,0.0401,0.0032,0.0167,0.006,0.0128,0.1104,-0.0898,0.024,0.3333,0.1,0.5667,0.7567,0.4239,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-18,0.0135,0.2543,0.2774,0.1104,0.0284,0.0247,0.0266,0.0583,0.0431,0.0024,0.018,0.0073,0.012,0.1126,-0.1058,0.0189,0.2,0.1333,0.6667,0.7976,0.6302,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-13,0.0115,0.259,0.3232,0.095,0.0328,0.0237,0.0271,0.0626,0.039,0.0025,0.0122,0.0076,0.0112,0.112,-0.0507,0.0214,0.2069,0.2759,0.5172,0.7488,0.4042,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-12,0.0098,0.2646,0.2557,0.1017,0.0336,0.025,0.0266,0.0598,0.0393,0.0036,0.0143,0.0094,0.0099,0.1137,-0.0383,0.0187,0.2,0.1667,0.6333,0.7557,0.5161,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-15,0.015,0.2909,0.3023,0.1003,0.0317,0.0223,0.0232,0.0641,0.0391,0.0027,0.0129,0.0073,0.0121,0.1102,-0.0742,0.0229,0.2333,0.1667,0.6,0.7394,0.5042,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-14,0.0101,0.2422,0.3903,0.0894,0.0287,0.025,0.0283,0.0702,0.0401,0.003,0.0142,0.0062,0.0077,0.1219,-0.0314,0.015,0.2759,0.2069,0.5172,0.7408,0.6329,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-11,0.0117,0.3943,0.2158,0.1065,0.0302,0.0255,0.0263,0.0603,0.0421,0.0031,0.0129,0.0085,0.0121,0.1111,-0.0906,0.0187,0.2069,0.1379,0.6552,0.7763,0.3652,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-10,0.0156,0.2359,0.3841,0.0927,0.0315,0.0249,0.0227,0.0625,0.0411,0.0036,0.0132,0.0112,0.0164,0.1132,-0.1192,0.0221,0.3,0.1667,0.5333,0.7911,0.6677,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-2,0.0153,0.1827,0.3324,0.0752,0.0277,0.0278,0.0299,0.0623,0.0363,0.0013,0.017,0.0066,0.0113,0.1171,-0.0323,0.0239,0.0345,0.2414,0.7241,0.7032,0.5737,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-1,0.0114,0.2841,0.2944,0.068,0.0295,0.028,0.0296,0.0702,0.0333,0.0023,0.0113,0.0062,0.0072,0.1196,0.0424,0.0193,0.3103,0.1724,0.5172,0.6649,0.4466,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-4,0.016,0.2975,0.2406,0.0807,0.0282,0.0265,0.0272,0.0651,0.0405,0.0009,0.0117,0.0069,0.0147,0.1118,-0.09,0.0218,0.3214,0.25,0.4286,0.7261,0.6251,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-3,0.0165,0.299,0.2964,0.0862,0.0302,0.0251,0.0276,0.0674,0.0395,0.002,0.0151,0.008,0.0156,0.1201,-0.0887,0.0267,0.069,0.3448,0.5862,0.7421,0.407,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-6,0.0126,0.3074,0.2663,0.0888,0.0306,0.0249,0.0279,0.0645,0.0361,0.002,0.0167,0.0084,0.0101,0.1195,-0.0216,0.0208,0.3103,0.2759,0.4138,0.7163,0.6206,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-5,0.014,0.2792,0.3019,0.0888,0.0301,0.0253,0.0279,0.0702,0.0366,0.0015,0.0122,0.0081,0.0134,0.1199,-0.0442,0.0219,0.1034,0.2759,0.6207,0.7367,0.4804,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-8,0.0153,0.3039,0.2113,0.0898,0.0257,0.0276,0.0285,0.0671,0.0414,0.0015,0.0107,0.006,0.0119,0.1138,-0.0699,0.0242,0.2759,0.2759,0.4483,0.7217,0.5522,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-7,0.019,0.2118,0.2502,0.1018,0.0285,0.0241,0.0254,0.0644,0.0443,0.0017,0.0156,0.0065,0.0167,0.1136,-0.1192,0.0289,0.3667,0.1667,0.4667,0.8033,0.5196,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg6474-9,0.0123,0.2363,0.326,0.1088,0.0283,0.0248,0.027,0.0631,0.04,0.0029,0.0129,0.0072,0.0147,0.1131,-0.0971,0.0194,0.3333,0.2333,0.4333,0.7747,0.4664,0.1121,-0.1391,0.26054352,0.005042921,0.002359153,-0.011643667,-0.077676625,-0.028523951,-0.081333639,0.006521367,-0.103892409,0.02860333,-0.006373694,0.05636,0.088969861,0.163490719,0.09081533,0.103730683,0.155157519,0.117887612,0.09345462,0.186493656,0.118630565,0.167225473,0.064855595,0.132238553,0.129562984,0.145374969,0.101806124,0.140305737
pg33019-6,0.0084,0.109,0.0288,0.0738,0.0248,0.0242,0.0389,0.0721,0.0359,0.0003,0.0002,0.0009,0.0008,0.1124,0.0895,0.0095,0.1667,0.0833,0.75,0.655,0.2203,0.351,-0.2686,0.125990923,-0.007849725,0.009879898,-0.044474209,-0.050805568,0.106605884,-0.095550464,-0.069917271,0.01048521,0.015635321,-0.004473286,0.07486,0.094882514,0.168798026,0.045973903,0.130039322,0.112723466,0.134342606,0.112067832,0.20117233,0.1063606,0.183059181,0.04489166,0.138401197,0.118320158,0.121354204,0.089432409,0.198180591
pg33019-4,0.0163,0.1719,0.1514,0.0894,0.0229,0.0269,0.0305,0.0631,0.0436,0.0005,0.0006,0.0033,0.0019,0.098,-0.0499,0.0182,0.2,0.12,0.68,0.6886,0.5466,0.351,-0.2686,0.125990923,-0.007849725,0.009879898,-0.044474209,-0.050805568,0.106605884,-0.095550464,-0.069917271,0.01048521,0.015635321,-0.004473286,0.07486,0.094882514,0.168798026,0.045973903,0.130039322,0.112723466,0.134342606,0.112067832,0.20117233,0.1063606,0.183059181,0.04489166,0.138401197,0.118320158,0.121354204,0.089432409,0.198180591
pg33019-5,0.0113,0.2477,0.0823,0.0905,0.031,0.0274,0.0365,0.0658,0.0388,0.0003,0,0.0035,0.002,0.1061,0.0284,0.012,0.4167,0.0833,0.5,0.6922,0.429,0.351,-0.2686,0.125990923,-0.007849725,0.009879898,-0.044474209,-0.050805568,0.106605884,-0.095550464,-0.069917271,0.01048521,0.015635321,-0.004473286,0.07486,0.094882514,0.168798026,0.045973903,0.130039322,0.112723466,0.134342606,0.112067832,0.20117233,0.1063606,0.183059181,0.04489166,0.138401197,0.118320158,0.121354204,0.089432409,0.198180591
pg33019-2,0.0165,0.1896,0.1307,0.0783,0.0219,0.0256,0.0299,0.0698,0.0397,0.0007,0.0002,0.0043,0.0022,0.1049,-0.0074,0.0193,0.32,0.12,0.56,0.6702,0.5716,0.351,-0.2686,0.125990923,-0.007849725,0.009879898,-0.044474209,-0.050805568,0.106605884,-0.095550464,-0.069917271,0.01048521,0.015635321,-0.004473286,0.07486,0.094882514,0.168798026,0.045973903,0.130039322,0.112723466,0.134342606,0.112067832,0.20117233,0.1063606,0.183059181,0.04489166,0.138401197,0.118320158,0.121354204,0.089432409,0.198180591
pg33019-3,0.0046,0.2271,0.0485,0.0799,0.0293,0.0319,0.0397,0.0719,0.0334,0.0002,0.0008,0.0026,0.0002,0.1152,0.1638,0.0042,0.0435,0.1304,0.8261,0.5988,0.2154,0.351,-0.2686,0.125990923,-0.007849725,0.009879898,-0.044474209,-0.050805568,0.106605884,-0.095550464,-0.069917271,0.01048521,0.015635321,-0.004473286,0.07486,0.094882514,0.168798026,0.045973903,0.130039322,0.112723466,0.134342606,0.112067832,0.20117233,0.1063606,0.183059181,0.04489166,0.138401197,0.118320158,0.121354204,0.089432409,0.198180591
pg33019-1,0.0103,0.2512,0.0474,0.0824,0.0231,0.0278,0.0337,0.0647,0.0396,0,0.0007,0.0035,0.0018,0.1026,0.0295,0.0143,0,0.25,0.75,0.6325,0.2832,0.351,-0.2686,0.125990923,-0.007849725,0.009879898,-0.044474209,-0.050805568,0.106605884,-0.095550464,-0.069917271,0.01048521,0.015635321,-0.004473286,0.07486,0.094882514,0.168798026,0.045973903,0.130039322,0.112723466,0.134342606,0.112067832,0.20117233,0.1063606,0.183059181,0.04489166,0.138401197,0.118320158,0.121354204,0.089432409,0.198180591
pg1498-10,0.0036,0.453,0.0058,0.0294,0.0165,0.03,0.0478,0.063,0.0299,0.0008,0.0083,0.0072,0.0001,0.1271,0.2432,0.0019,0.2381,0.1905,0.5714,0.414,0.0251,0.0375,0.5084,0.172010229,-0.005109557,-0.025762699,0.110147117,-0.09127454,-0.007876318,0.004724627,-0.043503899,-0.059697617,-0.053657342,-0.031283368,0.06992,0.108792412,0.13345063,0.056418231,0.158885547,0.117701415,0.091014749,0.046130808,0.287606209,0.116004372,0.135287195,0.059375136,0.132687246,0.117922486,0.110887728,0.061729996,0.266105842
pg1498-6,0.0042,0.6472,0.0035,0.0329,0.0235,0.0281,0.0479,0.0667,0.0354,0.0004,0.0081,0.0041,0,0.1272,0.1409,0.0035,0.2273,0.1818,0.5909,0.4209,0.2632,0.0375,0.5084,0.172010229,-0.005109557,-0.025762699,0.110147117,-0.09127454,-0.007876318,0.004724627,-0.043503899,-0.059697617,-0.053657342,-0.031283368,0.06992,0.108792412,0.13345063,0.056418231,0.158885547,0.117701415,0.091014749,0.046130808,0.287606209,0.116004372,0.135287195,0.059375136,0.132687246,0.117922486,0.110887728,0.061729996,0.266105842
pg1498-7,0.0049,0.671,0.0101,0.0434,0.0256,0.0241,0.0409,0.0655,0.0395,0.0015,0.0101,0.0053,0.0007,0.1233,0.0546,0.0032,0,0.1364,0.8636,0.5307,0.0986,0.0375,0.5084,0.172010229,-0.005109557,-0.025762699,0.110147117,-0.09127454,-0.007876318,0.004724627,-0.043503899,-0.059697617,-0.053657342,-0.031283368,0.06992,0.108792412,0.13345063,0.056418231,0.158885547,0.117701415,0.091014749,0.046130808,0.287606209,0.116004372,0.135287195,0.059375136,0.132687246,0.117922486,0.110887728,0.061729996,0.266105842
pg1498-4,0.0037,0.4377,0.0136,0.0327,0.0187,0.0229,0.0514,0.0699,0.0371,0.0003,0.0091,0.0081,0.0004,0.1388,0.1056,0.0007,0.1905,0.2381,0.5714,0.4503,0.2332,0.0375,0.5084,0.172010229,-0.005109557,-0.025762699,0.110147117,-0.09127454,-0.007876318,0.004724627,-0.043503899,-0.059697617,-0.053657342,-0.031283368,0.06992,0.108792412,0.13345063,0.056418231,0.158885547,0.117701415,0.091014749,0.046130808,0.287606209,0.116004372,0.135287195,0.059375136,0.132687246,0.117922486,0.110887728,0.061729996,0.266105842
pg1498-5,0.0043,0.6122,0,0.0357,0.0169,0.0272,0.0412,0.0658,0.0343,0.0006,0.0091,0.007,0.0001,0.1237,0.1495,0.0029,0.1429,0.2381,0.619,0.4572,0.3126,0.0375,0.5084,0.172010229,-0.005109557,-0.025762699,0.110147117,-0.09127454,-0.007876318,0.004724627,-0.043503899,-0.059697617,-0.053657342,-0.031283368,0.06992,0.108792412,0.13345063,0.056418231,0.158885547,0.117701415,0.091014749,0.046130808,0.287606209,0.116004372,0.135287195,0.059375136,0.132687246,0.117922486,0.110887728,0.061729996,0.266105842
pg1498-8,0.0035,0.1848,0.1556,0.0318,0.0196,0.0259,0.0523,0.0666,0.0387,0.0004,0.0083,0.0065,0.0011,0.1341,0.0623,0.001,0.1,0.2,0.7,0.4846,0.0321,0.0375,0.5084,0.172010229,-0.005109557,-0.025762699,0.110147117,-0.09127454,-0.007876318,0.004724627,-0.043503899,-0.059697617,-0.053657342,-0.031283368,0.06992,0.108792412,0.13345063,0.056418231,0.158885547,0.117701415,0.091014749,0.046130808,0.287606209,0.116004372,0.135287195,0.059375136,0.132687246,0.117922486,0.110887728,0.061729996,0.266105842
pg1498-9,0.004,0.1247,0.012,0.0284,0.0133,0.0251,0.0498,0.0721,0.0396,0.0008,0.01,0.0085,0.0004,0.1412,0.0728,0.0017,0.0556,0.0556,0.8889,0.4986,0.2115,0.0375,0.5084,0.172010229,-0.005109557,-0.025762699,0.110147117,-0.09127454,-0.007876318,0.004724627,-0.043503899,-0.059697617,-0.053657342,-0.031283368,0.06992,0.108792412,0.13345063,0.056418231,0.158885547,0.117701415,0.091014749,0.046130808,0.287606209,0.116004372,0.135287195,0.059375136,0.132687246,0.117922486,0.110887728,0.061729996,0.266105842
pg1498-2,0.0034,0.4072,0.003,0.0452,0.0216,0.0235,0.0487,0.0675,0.0427,0.0005,0.0078,0.0058,0.0009,0.1303,0.0078,0.0014,0.1818,0.1818,0.6364,0.5169,0.1787,0.0375,0.5084,0.172010229,-0.005109557,-0.025762699,0.110147117,-0.09127454,-0.007876318,0.004724627,-0.043503899,-0.059697617,-0.053657342,-0.031283368,0.06992,0.108792412,0.13345063,0.056418231,0.158885547,0.117701415,0.091014749,0.046130808,0.287606209,0.116004372,0.135287195,0.059375136,0.132687246,0.117922486,0.110887728,0.061729996,0.266105842
pg1498-3,0.0042,0.4919,0.0212,0.0391,0.0223,0.0237,0.0472,0.0603,0.0329,0.0006,0.0142,0.0081,0.0018,0.1304,0.1011,0.0024,0.0952,0.0952,0.8095,0.4901,0.1232,0.0375,0.5084,0.172010229,-0.005109557,-0.025762699,0.110147117,-0.09127454,-0.007876318,0.004724627,-0.043503899,-0.059697617,-0.053657342,-0.031283368,0.06992,0.108792412,0.13345063,0.056418231,0.158885547,0.117701415,0.091014749,0.046130808,0.287606209,0.116004372,0.135287195,0.059375136,0.132687246,0.117922486,0.110887728,0.061729996,0.266105842
pg1498-1,0.0057,0.509,0.0224,0.0412,0.0258,0.0253,0.0452,0.0572,0.0296,0.0009,0.0077,0.0054,0.0013,0.1164,0.1548,0.0023,0.1429,0.2381,0.619,0.4291,0.0827,0.0375,0.5084,0.172010229,-0.005109557,-0.025762699,0.110147117,-0.09127454,-0.007876318,0.004724627,-0.043503899,-0.059697617,-0.053657342,-0.031283368,0.06992,0.108792412,0.13345063,0.056418231,0.158885547,0.117701415,0.091014749,0.046130808,0.287606209,0.116004372,0.135287195,0.059375136,0.132687246,0.117922486,0.110887728,0.061729996,0.266105842
pg33780-10,0.0251,0.2181,0.0706,0.1048,0.0231,0.0221,0.0345,0.0672,0.0415,0.0029,0.0023,0.0198,0.0201,0.1267,-0.1243,0.0228,0.3784,0.2162,0.4054,0.7794,0.4602,0.2207,-0.12,-0.098845005,-0.014211711,-0.006657029,0.091105216,0.106930936,-0.008712032,0.00748453,-0.028931139,-0.008913432,-0.039250334,-0.012960566,0.07296,0.082242747,0.117565238,0.086738787,0.112052689,0.105127866,0.099172106,0.114323831,0.282776736,0.089565176,0.116239634,0.08378426,0.098991641,0.127061698,0.105733451,0.119995001,0.258629137
pg33780-4,0.0283,0.2279,0.083,0.1045,0.0232,0.0228,0.0303,0.0673,0.0479,0.0016,0.003,0.0143,0.0171,0.1165,-0.1476,0.0262,0.3333,0.1389,0.5278,0.7971,0.5539,0.2207,-0.12,-0.098845005,-0.014211711,-0.006657029,0.091105216,0.106930936,-0.008712032,0.00748453,-0.028931139,-0.008913432,-0.039250334,-0.012960566,0.07296,0.082242747,0.117565238,0.086738787,0.112052689,0.105127866,0.099172106,0.114323831,0.282776736,0.089565176,0.116239634,0.08378426,0.098991641,0.127061698,0.105733451,0.119995001,0.258629137
pg33780-3,0.0285,0.2724,0.0106,0.1045,0.0185,0.0228,0.0292,0.0675,0.0524,0.0014,0.0032,0.0107,0.0171,0.112,-0.1616,0.028,0.2432,0.2703,0.4865,0.8098,0.5215,0.2207,-0.12,-0.098845005,-0.014211711,-0.006657029,0.091105216,0.106930936,-0.008712032,0.00748453,-0.028931139,-0.008913432,-0.039250334,-0.012960566,0.07296,0.082242747,0.117565238,0.086738787,0.112052689,0.105127866,0.099172106,0.114323831,0.282776736,0.089565176,0.116239634,0.08378426,0.098991641,0.127061698,0.105733451,0.119995001,0.258629137
pg33780-2,0.0269,0.0243,0.2684,0.11,0.0256,0.0209,0.0299,0.0659,0.0461,0.0016,0.0061,0.0216,0.0188,0.1251,-0.1398,0.026,0.2432,0.1892,0.5676,0.8162,0.5643,0.2207,-0.12,-0.098845005,-0.014211711,-0.006657029,0.091105216,0.106930936,-0.008712032,0.00748453,-0.028931139,-0.008913432,-0.039250334,-0.012960566,0.07296,0.082242747,0.117565238,0.086738787,0.112052689,0.105127866,0.099172106,0.114323831,0.282776736,0.089565176,0.116239634,0.08378426,0.098991641,0.127061698,0.105733451,0.119995001,0.258629137
pg33780-1,0.0306,0.2081,0.0024,0.1066,0.0169,0.019,0.0316,0.0694,0.0469,0.0024,0.0059,0.0149,0.0173,0.1242,-0.1442,0.0255,0.1714,0.1429,0.6857,0.8068,0.5144,0.2207,-0.12,-0.098845005,-0.014211711,-0.006657029,0.091105216,0.106930936,-0.008712032,0.00748453,-0.028931139,-0.008913432,-0.039250334,-0.012960566,0.07296,0.082242747,0.117565238,0.086738787,0.112052689,0.105127866,0.099172106,0.114323831,0.282776736,0.089565176,0.116239634,0.08378426,0.098991641,0.127061698,0.105733451,0.119995001,0.258629137
pg33780-9,0.0228,0.1582,0.1814,0.1105,0.0279,0.0171,0.0293,0.0673,0.0298,0.0027,0.0047,0.0346,0.0329,0.1386,-0.1105,0.0286,0.3333,0.25,0.4167,0.8128,0.5006,0.2207,-0.12,-0.098845005,-0.014211711,-0.006657029,0.091105216,0.106930936,-0.008712032,0.00748453,-0.028931139,-0.008913432,-0.039250334,-0.012960566,0.07296,0.082242747,0.117565238,0.086738787,0.112052689,0.105127866,0.099172106,0.114323831,0.282776736,0.089565176,0.116239634,0.08378426,0.098991641,0.127061698,0.105733451,0.119995001,0.258629137
pg33780-8,0.0212,0.2194,0.1493,0.1086,0.0254,0.0195,0.032,0.0654,0.0261,0.0023,0.0051,0.0338,0.0307,0.1386,-0.0728,0.0257,0.3243,0.1622,0.5135,0.7743,0.6232,0.2207,-0.12,-0.098845005,-0.014211711,-0.006657029,0.091105216,0.106930936,-0.008712032,0.00748453,-0.028931139,-0.008913432,-0.039250334,-0.012960566,0.07296,0.082242747,0.117565238,0.086738787,0.112052689,0.105127866,0.099172106,0.114323831,0.282776736,0.089565176,0.116239634,0.08378426,0.098991641,0.127061698,0.105733451,0.119995001,0.258629137
pg33780-7,0.02,0.2545,0.0528,0.1109,0.0235,0.0194,0.0298,0.0664,0.0315,0.0027,0.0041,0.0344,0.0284,0.1374,-0.0906,0.0263,0.1944,0.0278,0.7778,0.7924,0.4906,0.2207,-0.12,-0.098845005,-0.014211711,-0.006657029,0.091105216,0.106930936,-0.008712032,0.00748453,-0.028931139,-0.008913432,-0.039250334,-0.012960566,0.07296,0.082242747,0.117565238,0.086738787,0.112052689,0.105127866,0.099172106,0.114323831,0.282776736,0.089565176,0.116239634,0.08378426,0.098991641,0.127061698,0.105733451,0.119995001,0.258629137
pg33780-6,0.0258,0.2218,0.1268,0.1079,0.0206,0.0217,0.0322,0.0614,0.0423,0.0027,0.0026,0.0221,0.0227,0.121,-0.1358,0.0259,0.2162,0.2973,0.4865,0.8012,0.482,0.2207,-0.12,-0.098845005,-0.014211711,-0.006657029,0.091105216,0.106930936,-0.008712032,0.00748453,-0.028931139,-0.008913432,-0.039250334,-0.012960566,0.07296,0.082242747,0.117565238,0.086738787,0.112052689,0.105127866,0.099172106,0.114323831,0.282776736,0.089565176,0.116239634,0.08378426,0.098991641,0.127061698,0.105733451,0.119995001,0.258629137
pg33780-5,0.0315,0.3414,0.016,0.0909,0.0213,0.0198,0.0284,0.0662,0.05,0.0023,0.0052,0.0171,0.0201,0.1192,-0.1697,0.0318,0.1892,0.2432,0.5676,0.6913,0.5672,0.2207,-0.12,-0.098845005,-0.014211711,-0.006657029,0.091105216,0.106930936,-0.008712032,0.00748453,-0.028931139,-0.008913432,-0.039250334,-0.012960566,0.07296,0.082242747,0.117565238,0.086738787,0.112052689,0.105127866,0.099172106,0.114323831,0.282776736,0.089565176,0.116239634,0.08378426,0.098991641,0.127061698,0.105733451,0.119995001,0.258629137
pg106-3,0.0114,0.6075,0.0688,0.0523,0.0277,0.0198,0.0362,0.054,0.038,0,0.006,0.0034,0.0011,0.0996,0.046,0.0022,0.2308,0.0385,0.7308,0.6388,0.799,0.2411,-0.1837,0.111395313,-0.039411809,-0.09359914,-0.076374494,-0.041643144,0.077264067,0.011927452,0.007060403,0.011919519,0.031461833,-0.015399944,0.06031,0.153490474,0.122557782,0.080231945,0.204656794,0.092334015,0.110720124,0.092962133,0.143046733,0.120184959,0.148522075,0.063764426,0.225667675,0.078027228,0.140785221,0.068578435,0.15446998
pg106-4,0.0127,0.4703,0.2279,0.0558,0.0267,0.0202,0.0386,0.0634,0.0406,0,0.0024,0.0033,0.0008,0.1077,0.0497,0.005,0.2917,0.125,0.5833,0.6428,0.4612,0.2411,-0.1837,0.111395313,-0.039411809,-0.09359914,-0.076374494,-0.041643144,0.077264067,0.011927452,0.007060403,0.011919519,0.031461833,-0.015399944,0.06031,0.153490474,0.122557782,0.080231945,0.204656794,0.092334015,0.110720124,0.092962133,0.143046733,0.120184959,0.148522075,0.063764426,0.225667675,0.078027228,0.140785221,0.068578435,0.15446998
pg106-1,0.0141,0.6133,0.1003,0.0557,0.033,0.0222,0.0402,0.0536,0.0408,0,0.0037,0.0037,0.0012,0.1012,0.0388,0.0014,0.2308,0.1923,0.5769,0.6505,0.0221,0.2411,-0.1837,0.111395313,-0.039411809,-0.09359914,-0.076374494,-0.041643144,0.077264067,0.011927452,0.007060403,0.011919519,0.031461833,-0.015399944,0.06031,0.153490474,0.122557782,0.080231945,0.204656794,0.092334015,0.110720124,0.092962133,0.143046733,0.120184959,0.148522075,0.063764426,0.225667675,0.078027228,0.140785221,0.068578435,0.15446998
