bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
pg8403-5,0.02,0.2388,0.1286,0.0927,0.0162,0.0195,0.0397,0.0438,0.0374,0,0.0002,0.0326,0.011,0.1163,0.0163,0.021,0.4643,0.25,0.2857,0.7197,0.1219,0.4966,-0.0059,0.4439
pg8403-6,0.0159,0.3926,0.1829,0.0772,0.0201,0.0266,0.0342,0.0364,0.033,0,0,0.0247,0.0083,0.0953,0.0499,0.0149,0.2593,0.0741,0.6667,0.6473,0.1219,0.4966,-0.0059,0.4439
pg8403-7,0.0213,0.2281,0.1574,0.0846,0.0168,0.0216,0.0364,0.0477,0.0417,0,0.0007,0.031,0.0118,0.1157,-0.0625,0.0224,0.1481,0.2963,0.5556,0.7011,0.1219,0.4966,-0.0059,0.4439
pg28459-1,0.0169,0.1165,0.2509,0.0845,0.0219,0.024,0.0302,0.0684,0.0343,0.0004,0.0024,0.0102,0.0092,0.1116,0.0159,0.023,0.3077,0.0385,0.6538,0.662,0.122,0.5275,0.0255,-26.7997
pg28459-10,0.0155,0.2924,0.1978,0.1023,0.0256,0.0238,0.0328,0.0598,0.0353,0,0.0013,0.0102,0.0121,0.1041,-0.0178,0.0238,0.2593,0,0.7407,0.7099,0.122,0.5275,0.0255,-26.7997
pg28459-11,0.0179,0.1728,0.1793,0.1009,0.0235,0.0174,0.0304,0.0624,0.0357,0.0004,0.0012,0.013,0.0128,0.1074,-0.0269,0.0303,0.1429,0.1071,0.75,0.7314,0.122,0.5275,0.0255,-26.7997
pg28459-12,0.0176,0.1782,0.1665,0.0943,0.0258,0.0194,0.027,0.0585,0.0368,0.0003,0.0004,0.0081,0.011,0.0943,-0.0228,0.0274,0.3571,0.1786,0.4643,0.7111,0.122,0.5275,0.0255,-26.7997
pg28459-13,0.0195,0.1292,0.1942,0.0983,0.0232,0.0222,0.0287,0.0596,0.0328,0.0002,0.0009,0.0128,0.0103,0.1022,0.0159,0.0287,0.2857,0.3214,0.3929,0.7135,0.122,0.5275,0.0255,-26.7997
pg28459-14,0.0198,0.2143,0.1803,0.0802,0.0202,0.0231,0.0316,0.0518,0.0397,0.0002,0.0017,0.0152,0.0091,0.1005,-0.0236,0.0182,0.1786,0.2143,0.6071,0.6702,0.122,0.5275,0.0255,-26.7997
pg28459-2,0.0209,0.167,0.1372,0.0785,0.0257,0.0232,0.0284,0.0713,0.035,0.0001,0.0028,0.0085,0.012,0.1111,-0.0127,0.0329,0.3214,0.0714,0.6071,0.6722,0.122,0.5275,0.0255,-26.7997
pg28459-3,0.0193,0.1027,0.1556,0.0758,0.0206,0.0233,0.0272,0.0688,0.0346,0.0003,0.0026,0.0094,0.0121,0.1083,-0.0056,0.026,0.2593,0.1852,0.5556,0.6522,0.122,0.5275,0.0255,-26.7997
pg28459-4,0.0173,0.1251,0.1153,0.0822,0.0201,0.0218,0.027,0.0618,0.0353,0.0007,0.0022,0.0078,0.0077,0.0995,0.027,0.0202,0.3333,0.1852,0.4815,0.6583,0.122,0.5275,0.0255,-26.7997
pg28459-5,0.0198,0.2012,0.1115,0.1009,0.0184,0.0212,0.0283,0.0591,0.0386,0.0002,0.0023,0.0113,0.0079,0.1012,-0.0056,0.0248,0.2692,0.0385,0.6923,0.728,0.122,0.5275,0.0255,-26.7997
pg28459-6,0.0196,0.2086,0.1598,0.0957,0.0232,0.0207,0.0252,0.0608,0.0379,0.0001,0.0024,0.0096,0.0097,0.0981,-0.0269,0.0268,0.1429,0.1071,0.75,0.7215,0.122,0.5275,0.0255,-26.7997
pg28459-7,0.0179,0.195,0.1803,0.1037,0.025,0.0168,0.0269,0.0569,0.0374,0.0002,0.0018,0.0094,0.0123,0.0952,-0.0394,0.0271,0.2222,0.1111,0.6667,0.6885,0.122,0.5275,0.0255,-26.7997
pg28459-8,0.0217,0.1182,0.1426,0.1006,0.0221,0.0226,0.023,0.0622,0.0438,0.0001,0.0008,0.0106,0.0151,0.0967,-0.1005,0.0341,0.3333,0.1852,0.4815,0.7639,0.122,0.5275,0.0255,-26.7997
pg28459-9,0.0163,0.1699,0.1978,0.1047,0.0242,0.0196,0.0313,0.0591,0.0387,0,0.0008,0.0082,0.0085,0.0994,-0.0219,0.0243,0.25,0.1429,0.6071,0.7289,0.122,0.5275,0.0255,-26.7997
pg41003-1,0.0094,0.1084,0.0614,0.0458,0.0308,0.026,0.0368,0.0941,0.0273,0.0003,0.0038,0.0031,0.0021,0.1381,0.414,0.0075,0.0588,0.2353,0.7059,0.5009,0.1223,0.2412,0.2459,-1.2497
pg41003-10,0.0083,0.0218,0.0559,0.051,0.0223,0.0269,0.0378,0.0875,0.0267,0.0002,0.0033,0.0004,0.0009,0.1292,0.4904,0.0002,0.0588,0.1176,0.8235,0.4898,0.1223,0.2412,0.2459,-1.2497
pg41003-11,0.0145,0.0818,0.1895,0.0568,0.0361,0.0257,0.0337,0.0899,0.0338,0.0001,0.0028,0.0011,0.0046,0.1276,0.1765,0.0095,0.0667,0.1333,0.8,0.586,0.1223,0.2412,0.2459,-1.2497
pg41003-12,0.0144,0.0548,0.2799,0.0626,0.036,0.0234,0.0301,0.0892,0.0351,0,0.0043,0.0016,0.0032,0.1252,0.1705,0.0128,0.1667,0.2778,0.5556,0.6009,0.1223,0.2412,0.2459,-1.2497
pg41003-13,0.0128,0.1119,0.0958,0.057,0.0308,0.0249,0.0319,0.0838,0.0335,0,0.0021,0.0004,0.0022,0.1182,0.2514,0.0056,0.2222,0.1111,0.6667,0.5219,0.1223,0.2412,0.2459,-1.2497
pg41003-2,0.0167,0.1174,0.1351,0.0622,0.0392,0.0236,0.0338,0.0862,0.0333,0.0005,0.0028,0.0025,0.0036,0.1258,0.1725,0.0137,0.2105,0.2632,0.5263,0.5652,0.1223,0.2412,0.2459,-1.2497
pg41003-3,0.0094,0.1987,0.0293,0.0467,0.0318,0.0257,0.035,0.0818,0.0234,0.0002,0.0011,0.0029,0.002,0.121,0.5393,0.0074,0.3158,0.1053,0.5789,0.4403,0.1223,0.2412,0.2459,-1.2497
pg41003-4,0.015,0.0706,0.2399,0.0623,0.034,0.0277,0.0321,0.0803,0.0311,0.0001,0.0018,0.0025,0.0043,0.1168,0.2325,0.0123,0.25,0.15,0.6,0.5414,0.1223,0.2412,0.2459,-1.2497
pg41003-5,0.0147,0.1417,0.1259,0.0688,0.0392,0.025,0.0302,0.0791,0.0345,0.0002,0.0023,0.0023,0.0043,0.1141,0.1512,0.0153,0.3158,0.1579,0.5263,0.5956,0.1223,0.2412,0.2459,-1.2497
pg41003-6,0.0116,0.2047,0.0197,0.0524,0.0287,0.0246,0.0363,0.086,0.0295,0.0002,0.0028,0.003,0.0025,0.1283,0.3243,0.008,0.0556,0.2778,0.6667,0.5321,0.1223,0.2412,0.2459,-1.2497
pg41003-7,0.0138,0.2249,0.0163,0.0563,0.0295,0.0254,0.038,0.0781,0.0313,0,0.0033,0.0015,0.0027,0.1209,0.2513,0.0083,0.2353,0.2353,0.5294,0.5475,0.1223,0.2412,0.2459,-1.2497
pg41003-8,0.016,0.2052,0.0084,0.0657,0.0298,0.0239,0.0323,0.0797,0.0328,0.0003,0.0024,0.002,0.0033,0.1167,0.2035,0.0135,0.2632,0.0526,0.6842,0.5729,0.1223,0.2412,0.2459,-1.2497
pg41003-9,0.0094,0.1119,0.0431,0.0513,0.03,0.0248,0.0356,0.0849,0.028,0.0003,0.0038,0.0009,0.0016,0.1255,0.4073,0.0029,0.2105,0.1579,0.6316,0.4977,0.1223,0.2412,0.2459,-1.2497
pg34492-1,0.0227,0.2322,0.2477,0.0534,0.0237,0.0249,0.0389,0.0813,0.0367,0.0008,0.0057,0.0101,0.0095,0.1368,0.0568,0.0168,0.2069,0.1034,0.6897,0.7329,0.1223,0.4866,0.0837,1.977
pg34492-10,0.0388,0.2181,0.1179,0.0879,0.0249,0.0207,0.0327,0.0792,0.0529,0.0016,0.0066,0.0059,0.0144,0.126,-0.1518,0.0356,0.3333,0.3667,0.3,0.8133,0.1223,0.4866,0.0837,1.977
pg34492-11,0.0318,0.1398,0.2366,0.0856,0.026,0.02,0.0353,0.0847,0.0452,0.0021,0.007,0.0093,0.0189,0.1384,-0.1066,0.033,0.3125,0.25,0.4375,0.838,0.1223,0.4866,0.0837,1.977
pg34492-12,0.033,0.2434,0.1785,0.0925,0.0291,0.0214,0.0316,0.0733,0.0459,0.0013,0.0094,0.0089,0.0118,0.1245,-0.1091,0.0334,0.3667,0.1,0.5333,0.8343,0.1223,0.4866,0.0837,1.977
pg34492-13,0.0365,0.2503,0.1414,0.0686,0.0205,0.0213,0.0343,0.0719,0.0483,0.0012,0.0074,0.0048,0.0139,0.1196,-0.1545,0.0342,0.375,0.0625,0.5625,0.8366,0.1223,0.4866,0.0837,1.977
pg34492-14,0.0324,0.1657,0.2743,0.097,0.0273,0.0203,0.0342,0.0756,0.0464,0.001,0.007,0.0113,0.0164,0.1291,-0.1545,0.031,0.4375,0.0313,0.5313,0.8527,0.1223,0.4866,0.0837,1.977
pg34492-15,0.0307,0.1306,0.1744,0.0942,0.0268,0.0171,0.0344,0.0877,0.0484,0.0016,0.0062,0.0072,0.0122,0.1371,-0.1058,0.0379,0.1563,0.4688,0.375,0.8375,0.1223,0.4866,0.0837,1.977
pg34492-16,0.0287,0.2041,0.1639,0.0785,0.0234,0.0223,0.0317,0.0773,0.0465,0.0019,0.0057,0.0102,0.0161,0.1268,-0.1475,0.03,0.3438,0.125,0.5313,0.8208,0.1223,0.4866,0.0837,1.977
pg34492-17,0.0282,0.2787,0.1855,0.085,0.0266,0.0221,0.0367,0.0731,0.0442,0.0018,0.007,0.0082,0.0114,0.1268,-0.062,0.0268,0.2069,0.2069,0.5862,0.8036,0.1223,0.4866,0.0837,1.977
pg34492-18,0.0227,0.262,0.1145,0.1013,0.0315,0.0199,0.0357,0.0766,0.0438,0.002,0.0052,0.0105,0.0141,0.13,-0.0875,0.0254,0.4063,0.125,0.4688,0.8393,0.1223,0.4866,0.0837,1.977
pg34492-19,0.0291,0.2721,0.0899,0.0964,0.0293,0.0187,0.0365,0.0742,0.0466,0.0015,0.008,0.0111,0.0127,0.1313,-0.1015,0.0306,0.3103,0.069,0.6207,0.8406,0.1223,0.4866,0.0837,1.977
pg34492-2,0.0261,0.3424,0.2039,0.0666,0.0251,0.025,0.0358,0.0777,0.0385,0.0011,0.0056,0.0096,0.0121,0.1298,0.0032,0.0234,0.375,0.125,0.5,0.7523,0.1223,0.4866,0.0837,1.977
pg34492-20,0.0249,0.2026,0.2395,0.0918,0.0301,0.0217,0.0402,0.0749,0.045,0.0013,0.0055,0.0081,0.0095,0.13,-0.0425,0.022,0.3438,0.1563,0.5,0.8182,0.1223,0.4866,0.0837,1.977
pg34492-21,0.0313,0.1953,0.123,0.0863,0.0248,0.0185,0.0326,0.0792,0.0485,0.0022,0.0064,0.0088,0.0123,0.1292,-0.1199,0.0361,0.3333,0.4,0.2667,0.8276,0.1223,0.4866,0.0837,1.977
pg34492-3,0.0257,0.224,0.1285,0.0692,0.025,0.0217,0.0364,0.0884,0.038,0.0007,0.0058,0.0092,0.0129,0.1405,-0.0217,0.0274,0.1875,0.1875,0.625,0.7852,0.1223,0.4866,0.0837,1.977
pg34492-4,0.0248,0.1881,0.1966,0.0716,0.0225,0.0229,0.0371,0.0867,0.0392,0.001,0.0064,0.004,0.011,0.1352,0.012,0.0248,0.4194,0.1613,0.4194,0.7964,0.1223,0.4866,0.0837,1.977
pg34492-5,0.0286,0.2665,0.1718,0.0651,0.0257,0.022,0.0374,0.0831,0.0382,0.0013,0.0056,0.0075,0.0136,0.1349,-0.0065,0.0263,0.2,0.1667,0.6333,0.7872,0.1223,0.4866,0.0837,1.977
pg34492-6,0.0259,0.2969,0.114,0.0785,0.0276,0.0194,0.0378,0.0847,0.0422,0.0011,0.0067,0.0092,0.0131,0.1395,-0.0467,0.0254,0.2188,0.2813,0.5,0.8193,0.1223,0.4866,0.0837,1.977
pg34492-7,0.0269,0.1767,0.1961,0.0946,0.0237,0.0208,0.0408,0.0825,0.0427,0.0009,0.0059,0.0043,0.0082,0.1344,-0.0317,0.0262,0.3438,0.1563,0.5,0.8246,0.1223,0.4866,0.0837,1.977
pg34492-8,0.0311,0.3027,0.1139,0.0821,0.0233,0.021,0.0357,0.0736,0.0426,0.0012,0.0047,0.0077,0.0119,0.1229,-0.082,0.0327,0.2581,0.1613,0.5806,0.8065,0.1223,0.4866,0.0837,1.977
pg34492-9,0.0311,0.2108,0.1455,0.0838,0.0296,0.0185,0.0334,0.0816,0.0464,0.0018,0.0065,0.0063,0.0119,0.1296,-0.0765,0.0294,0.3,0.1333,0.5667,0.8244,0.1223,0.4866,0.0837,1.977
pg4045-1,0.0112,0.3495,0.0585,0.0482,0.0219,0.0323,0.0372,0.078,0.0336,0.0009,0.0107,0.0035,0.0021,0.1303,0.1493,0.0039,0.1579,0.0526,0.7895,0.6233,0.1223,0.5725,-0.05,1.4891
pg4045-2,0.0138,0.3437,0.0077,0.0461,0.0185,0.0317,0.0353,0.0772,0.0351,0.0011,0.0107,0.0024,0.0018,0.1267,0.1262,0.004,0.2,0.15,0.65,0.6103,0.1223,0.5725,-0.05,1.4891
pg4045-3,0.0138,0.316,0.0353,0.0435,0.016,0.029,0.0379,0.0874,0.0337,0.0008,0.0156,0.0049,0.0023,0.1466,0.1376,0.0066,0.1053,0.2632,0.6316,0.597,0.1223,0.5725,-0.05,1.4891
pg4045-4,0.0163,0.3392,0.0338,0.0559,0.0181,0.0312,0.0332,0.0809,0.0348,0.0023,0.0152,0.0067,0.0048,0.1383,0.0777,0.0071,0.2,0.15,0.65,0.6424,0.1223,0.5725,-0.05,1.4891
pg4045-5,0.0146,0.256,0.0316,0.0498,0.0166,0.0305,0.0343,0.0794,0.0347,0.0011,0.0143,0.0055,0.0031,0.1346,0.1225,0.0058,0.2,0.1,0.7,0.5812,0.1223,0.5725,-0.05,1.4891
pg4045-6,0.0148,0.3045,0.0316,0.0542,0.0187,0.029,0.0372,0.0824,0.0345,0.0014,0.016,0.0051,0.0018,0.1421,0.1414,0.0048,0.0952,0.1429,0.7619,0.5944,0.1223,0.5725,-0.05,1.4891
pg4045-7,0.0145,0.1533,0.0249,0.0369,0.0153,0.0321,0.0348,0.0798,0.0348,0.0016,0.0154,0.0043,0.0013,0.1359,0.1493,0.0051,0.1667,0.1667,0.6667,0.5096,0.1223,0.5725,-0.05,1.4891
pg4045-8,0.0155,0.2721,0.0116,0.0501,0.0158,0.0282,0.0359,0.0803,0.0353,0.0017,0.0201,0.006,0.0032,0.1439,0.0909,0.0064,0.0526,0.1579,0.7895,0.5815,0.1223,0.5725,-0.05,1.4891
pg35913-1,0.0289,0.2329,0.0869,0.0645,0.0218,0.0223,0.0245,0.0554,0.0457,0.0006,0.0081,0.0089,0.0166,0.0975,-0.1621,0.0154,0.2059,0.2647,0.5294,0.7287,0.1224,0.5541,0.0288,-0.1793
pg35913-10,0.0313,0.3049,0.0696,0.0685,0.0263,0.0254,0.0262,0.0525,0.0502,0.0013,0.0066,0.01,0.0093,0.0966,-0.1601,0.0198,0.5143,0.0571,0.4286,0.7006,0.1224,0.5541,0.0288,-0.1793
pg35913-11,0.0336,0.3488,0.2233,0.0722,0.029,0.0231,0.0249,0.0526,0.045,0.001,0.0107,0.0108,0.0091,0.1,-0.1132,0.0135,0.1818,0.1212,0.697,0.6959,0.1224,0.5541,0.0288,-0.1793
pg35913-12,0.03,0.334,0.0893,0.0785,0.0257,0.0237,0.0255,0.053,0.0484,0.0004,0.0103,0.0092,0.0105,0.0984,-0.1485,0.0207,0.2059,0.2941,0.5,0.7298,0.1224,0.5541,0.0288,-0.1793
pg35913-13,0.0303,0.3423,0.0464,0.0692,0.0278,0.0257,0.0259,0.0541,0.044,0.0009,0.0091,0.0104,0.0089,0.1004,-0.1158,0.0167,0.1765,0.1471,0.6765,0.6911,0.1224,0.5541,0.0288,-0.1793
pg35913-14,0.0292,0.313,0.1678,0.071,0.0297,0.0263,0.0294,0.0551,0.0367,0.001,0.0113,0.0091,0.0155,0.106,-0.1085,0.0129,0.2059,0.1765,0.6176,0.7213,0.1224,0.5541,0.0288,-0.1793
pg35913-2,0.0288,0.2,0.1302,0.0707,0.0238,0.0247,0.0248,0.0556,0.0456,0.0012,0.007,0.0103,0.0141,0.0989,-0.1523,0.0198,0.2647,0.2059,0.5294,0.7155,0.1224,0.5541,0.0288,-0.1793
pg35913-3,0.0314,0.3313,0.0643,0.0788,0.0208,0.0235,0.0219,0.054,0.0469,0.001,0.0069,0.0144,0.0149,0.0982,-0.1738,0.0234,0.3143,0.1429,0.5429,0.7246,0.1224,0.5541,0.0288,-0.1793
pg35913-4,0.0282,0.324,0.1278,0.0675,0.0217,0.0217,0.0246,0.0553,0.0461,0.0016,0.0062,0.0102,0.0097,0.0979,-0.1338,0.0155,0.4286,0.0857,0.4857,0.6997,0.1224,0.5541,0.0288,-0.1793
pg35913-5,0.0278,0.2947,0.0533,0.0596,0.0249,0.024,0.0257,0.0579,0.0416,0.0007,0.0071,0.0111,0.0093,0.1025,-0.0909,0.0135,0.3714,0.1714,0.4571,0.6471,0.1224,0.5541,0.0288,-0.1793
pg35913-6,0.0274,0.1847,0.0836,0.0663,0.0198,0.0282,0.0293,0.0595,0.041,0.0005,0.0084,0.0117,0.0143,0.1094,-0.1296,0.0188,0.2353,0.1471,0.6176,0.7094,0.1224,0.5541,0.0288,-0.1793
pg35913-7,0.0252,0.3003,0.129,0.0685,0.0214,0.0274,0.0247,0.0554,0.0454,0.0009,0.0059,0.0071,0.0152,0.094,-0.1544,0.0157,0.2286,0.2,0.5714,0.6858,0.1224,0.5541,0.0288,-0.1793
pg35913-8,0.0283,0.3926,0.0894,0.0709,0.0264,0.0274,0.0233,0.0515,0.0459,0.0009,0.0062,0.0103,0.0105,0.0922,-0.129,0.0141,0.4,0.1429,0.4571,0.6839,0.1224,0.5541,0.0288,-0.1793
pg35913-9,0.0319,0.2861,0.1069,0.0858,0.0236,0.0216,0.0223,0.0528,0.049,0.0016,0.0081,0.0081,0.0104,0.0929,-0.1523,0.019,0.1765,0.1176,0.7059,0.7264,0.1224,0.5541,0.0288,-0.1793
pg44984-1,0.03,0.151,0.2766,0.0771,0.0216,0.0204,0.039,0.0814,0.0432,0.0001,0.0014,0.0062,0.0111,0.1281,-0.0802,0.026,0.0811,0.2703,0.6486,0.7346,0.1225,0.5052,-0.2001,1.212
pg44984-2,0.0345,0.2687,0.2802,0.0817,0.0225,0.0231,0.0386,0.0753,0.0513,0.0004,0.0024,0.0083,0.009,0.125,-0.1229,0.0259,0.3243,0.1892,0.4865,0.7161,0.1225,0.5052,-0.2001,1.212
pg44984-3,0.0331,0.3274,0.04,0.081,0.014,0.0215,0.0332,0.0729,0.0488,0.0001,0.0022,0.0078,0.009,0.1162,-0.1344,0.0374,0.2941,0.0882,0.6176,0.7488,0.1225,0.5052,-0.2001,1.212
pg44984-4,0.0336,0.1951,0.2084,0.081,0.0164,0.023,0.0327,0.0676,0.0461,0.0005,0.002,0.0102,0.0119,0.113,-0.144,0.031,0.2703,0.0811,0.6486,0.7834,0.1225,0.5052,-0.2001,1.212
pg44984-5,0.0297,0.2033,0.189,0.0788,0.0196,0.024,0.0312,0.0708,0.0432,0.0006,0.0014,0.0101,0.0111,0.1141,-0.0727,0.0274,0.3514,0.1081,0.5405,0.7309,0.1225,0.5052,-0.2001,1.212
pg44984-6,0.0311,0.1759,0.1725,0.0968,0.0209,0.0202,0.0324,0.0706,0.0472,0.0009,0.0009,0.0114,0.0113,0.1162,-0.1283,0.0272,0.1081,0.2162,0.6757,0.79,0.1225,0.5052,-0.2001,1.212
pg44984-7,0.034,0.1903,0.1771,0.0965,0.017,0.0188,0.0341,0.065,0.0509,0.0005,0.0015,0.0082,0.0088,0.1093,-0.1489,0.036,0.5135,0.1081,0.3784,0.7998,0.1225,0.5052,-0.2001,1.212
pg44984-8,0.0304,0.2201,0.1485,0.1021,0.0257,0.0179,0.0385,0.0746,0.0489,0.0011,0.0009,0.0168,0.0131,0.1318,-0.1196,0.0305,0.3784,0.2432,0.3784,0.7931,0.1225,0.5052,-0.2001,1.212
pg141-1,0.0093,0.111,0.3495,0.072,0.037,0.0227,0.0447,0.0706,0.0267,0.0018,0.0119,0.0019,0.0031,0.1309,0.2862,0.0087,0.0625,0.1875,0.75,0.5774,0.1226,0.4187,-0.0526,-0.717
pg141-10,0.0091,0.2548,0.2029,0.0611,0.0276,0.0295,0.0409,0.0672,0.027,0.0012,0.0126,0.002,0.0039,0.1239,0.267,0.008,0.1111,0.3889,0.5,0.567,0.1226,0.4187,-0.0526,-0.717
pg141-11,0.0087,0.1466,0.3864,0.0782,0.0323,0.0228,0.0386,0.0648,0.0314,0.0025,0.0119,0.0025,0.006,0.1203,0.1357,0.0086,0.1111,0.1667,0.7222,0.633,0.1226,0.4187,-0.0526,-0.717
pg141-12,0.0101,0.2056,0.2893,0.0851,0.0331,0.0246,0.0393,0.0604,0.0344,0.0014,0.0131,0.0034,0.007,0.1176,0.0426,0.0107,0.1111,0.2222,0.6667,0.6765,0.1226,0.4187,-0.0526,-0.717
pg141-13,0.0097,0.2276,0.2724,0.0859,0.0323,0.0238,0.0363,0.0749,0.0333,0.0023,0.0144,0.0012,0.0043,0.1291,0.1262,0.008,0.1176,0.2353,0.6471,0.6152,0.1226,0.4187,-0.0526,-0.717
pg141-14,0.0107,0.2145,0.177,0.0959,0.0267,0.0241,0.0351,0.0639,0.0381,0.002,0.0129,0.0031,0.0042,0.117,0.0137,0.0108,0.1333,0.1333,0.7333,0.6592,0.1226,0.4187,-0.0526,-0.717
pg141-15,0.0086,0.2032,0.31,0.075,0.0308,0.0266,0.0426,0.0643,0.0315,0.0015,0.0113,0.0018,0.0054,0.1215,0.13,0.0045,0.3158,0.2632,0.4211,0.6487,0.1226,0.4187,-0.0526,-0.717
pg141-16,0.0066,0.196,0.4534,0.0596,0.0348,0.0288,0.0445,0.0696,0.026,0.002,0.014,0.0014,0.0019,0.1315,0.3463,0.0024,0.0588,0.1765,0.7647,0.5307,0.1226,0.4187,-0.0526,-0.717
pg141-17,0.0064,0.1373,0.3003,0.0817,0.0312,0.0227,0.0379,0.0637,0.0351,0.0012,0.0085,0.0018,0.0023,0.1131,0.1011,0.004,0.2222,0.2222,0.5556,0.6479,0.1226,0.4187,-0.0526,-0.717
pg141-18,0.0068,0.1786,0.362,0.0735,0.0301,0.0226,0.0378,0.0684,0.0349,0.0016,0.0122,0.0031,0.0028,0.1231,0.0859,0.0034,0.1053,0.3158,0.5789,0.6317,0.1226,0.4187,-0.0526,-0.717
pg141-19,0.006,0.3676,0.3029,0.0581,0.0349,0.0287,0.044,0.0677,0.0261,0.0014,0.0101,0.0004,0.0007,0.1235,0.3937,0,0.2222,0.2778,0.5,0.4548,0.1226,0.4187,-0.0526,-0.717
pg141-2,0.0099,0.1871,0.2576,0.0709,0.0312,0.0271,0.0373,0.0606,0.0328,0.0022,0.0127,0.0029,0.0045,0.1157,0.1262,0.009,0.3684,0.1579,0.4737,0.6267,0.1226,0.4187,-0.0526,-0.717
pg141-3,0.0124,0.1238,0.2419,0.0766,0.0284,0.0243,0.0387,0.0686,0.0314,0.0029,0.0153,0.0014,0.0037,0.1269,0.1395,0.0137,0.1579,0.1579,0.6842,0.672,0.1226,0.4187,-0.0526,-0.717
pg141-4,0.0147,0.1081,0.205,0.0705,0.0183,0.0216,0.0375,0.0702,0.0358,0.0016,0.009,0.0012,0.0047,0.1195,0.0529,0.0172,0.1765,0.1176,0.7059,0.6755,0.1226,0.4187,-0.0526,-0.717
pg141-5,0.0113,0.2072,0.1533,0.0701,0.0245,0.0251,0.0406,0.0733,0.0307,0.0009,0.0113,0.0013,0.0048,0.1274,0.1697,0.0135,0,0.1538,0.8462,0.6339,0.1226,0.4187,-0.0526,-0.717
pg141-6,0.01,0.1187,0.2323,0.0741,0.0245,0.0221,0.0408,0.0699,0.0319,0.0025,0.0116,0.0023,0.0036,0.1271,0.1473,0.0123,0.125,0.125,0.75,0.6108,0.1226,0.4187,-0.0526,-0.717
pg141-7,0.0097,0.1942,0.285,0.0742,0.0293,0.0274,0.0424,0.062,0.0324,0.0027,0.0133,0.0031,0.0034,0.1235,0.1116,0.0081,0.3333,0.1667,0.5,0.6105,0.1226,0.4187,-0.0526,-0.717
pg141-8,0.0084,0.3052,0.2197,0.0678,0.0328,0.0258,0.04,0.0622,0.0307,0.0019,0.0116,0.0032,0.002,0.1189,0.198,0.0068,0.1176,0.1176,0.7647,0.575,0.1226,0.4187,-0.0526,-0.717
pg141-9,0.0123,0.1373,0.2507,0.0784,0.0265,0.0252,0.041,0.0662,0.0304,0.0007,0.011,0.0035,0.0073,0.1224,0.081,0.0143,0.0667,0.3333,0.6,0.6647,0.1226,0.4187,-0.0526,-0.717
pg9747-1,0.0245,0.3312,0.0054,0.0891,0.0217,0.0219,0.027,0.0535,0.0474,0.0041,0.005,0.0125,0.0083,0.1021,-0.1271,0.0297,0.2727,0.1515,0.5758,0.7082,0.1227,0.4838,-0.1149,1.0865
pg9747-2,0.0209,0.2347,0.0502,0.0811,0.0186,0.0262,0.0315,0.0528,0.0442,0.0033,0.0066,0.0077,0.0051,0.1019,-0.0754,0.0218,0.5455,0.1515,0.303,0.7039,0.1227,0.4838,-0.1149,1.0865
pg9747-3,0.0252,0.2966,0.0542,0.0901,0.0225,0.0239,0.0269,0.0534,0.045,0.0022,0.0064,0.0061,0.0056,0.095,-0.0847,0.024,0.1613,0.2258,0.6129,0.6904,0.1227,0.4838,-0.1149,1.0865
pg9747-4,0.0309,0.3421,0.0209,0.094,0.0162,0.019,0.0246,0.0568,0.0499,0.0029,0.0063,0.0098,0.0124,0.1004,-0.1672,0.0372,0.4688,0.1875,0.3438,0.7327,0.1227,0.4838,-0.1149,1.0865
pg9747-5,0.0266,0.2912,0.1526,0.0915,0.0225,0.0203,0.0299,0.0625,0.047,0.001,0.0043,0.012,0.0101,0.1097,-0.1331,0.0293,0.2188,0.25,0.5313,0.7428,0.1227,0.4838,-0.1149,1.0865
pg9747-6,0.0274,0.3626,0.0519,0.086,0.0199,0.0218,0.0284,0.0577,0.048,0.0029,0.0034,0.013,0.01,0.1054,-0.1397,0.0326,0.2903,0.2903,0.4194,0.7224,0.1227,0.4838,-0.1149,1.0865
pg9747-7,0.018,0.3194,0.1534,0.0761,0.0197,0.025,0.0376,0.0632,0.0394,0.0033,0.0067,0.0063,0.0051,0.1171,0.0072,0.0166,0.1613,0.0645,0.7742,0.6172,0.1227,0.4838,-0.1149,1.0865
pg9747-8,0.0301,0.1887,0.0983,0.0983,0.0167,0.0195,0.028,0.0556,0.0524,0.0028,0.004,0.0127,0.0129,0.1031,-0.1937,0.0365,0.2424,0.3333,0.4242,0.7973,0.1227,0.4838,-0.1149,1.0865
pg9747-9,0.0304,0.2923,0.0855,0.0992,0.0194,0.0154,0.0303,0.0576,0.0488,0.0019,0.0052,0.0097,0.0159,0.1047,-0.1937,0.033,0.3438,0.2813,0.375,0.7797,0.1227,0.4838,-0.1149,1.0865
pg50440-1,0.0251,0.2686,0.1546,0.0788,0.0247,0.024,0.0387,0.078,0.0423,0.0004,0.0086,0.011,0.0092,0.1367,-0.1198,0.0214,0.2121,0.2121,0.5758,0.7802,0.1227,0.5385,-0.1293,-0.6115
pg50440-10,0.0247,0.256,0.2659,0.1008,0.0293,0.0229,0.0385,0.0664,0.0475,0.0003,0.005,0.0148,0.0164,0.125,-0.1856,0.021,0.4375,0.1563,0.4063,0.8134,0.1227,0.5385,-0.1293,-0.6115
